en,fr,it,de,es,ko,kana
"Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines.","Strikes the foe with slender, whiplike vines."
"Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching.","Stomps the enemy with a big foot. May cause flinching."
"A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice.","A double-kicking attack that strikes the foe twice."
"An extremely powerful kick with intense force.","An extremely powerful kick with intense force.","An extremely powerful kick with intense force.","An extremely powerful kick with intense force.","An extremely powerful kick with intense force.","An extremely powerful kick with intense force.","An extremely powerful kick with intense force."
"A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker.","A strong jumping kick. May miss and hurt the kicker."
"A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin.","A fast kick delivered from a rapid spin."
"Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face.","Reduces the foe’s accuracy by hurling sand in its face."
"A ramming attack that may cause flinching.","A ramming attack that may cause flinching.","A ramming attack that may cause flinching.","A ramming attack that may cause flinching.","A ramming attack that may cause flinching.","A ramming attack that may cause flinching.","A ramming attack that may cause flinching."
"Jabs the foe with sharp horns.","Jabs the foe with sharp horns.","Jabs the foe with sharp horns.","Jabs the foe with sharp horns.","Jabs the foe with sharp horns.","Jabs the foe with sharp horns.","Jabs the foe with sharp horns."
"Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc.","Jabs the foe 2 to 5 times with sharp horns, etc."
"A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill.","A one-hit KO attack that uses a horn like a drill."
"Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle.","Charges the foe with a full- body tackle."
"A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis.","A full-body slam that may cause paralysis."
"Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc.","Wraps and squeezes the foe 2 to 5 times with vines, etc."
"A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user.","A reckless charge attack that also hurts the user."
"A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user."
"A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user.","A life-risking tackle that also hurts the user."
"Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE.","Wags the tail to lower the foe’s DEFENSE."
"A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison.","A toxic attack with barbs, etc., that may poison."
"Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice.","Stingers on the forelegs jab the foe twice."
"Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times.","Sharp pins are fired to strike 2 to 5 times."
"Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE.","Frightens the foe with a leer to lower DEFENSE."
"Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching.","Bites with vicious fangs. May cause flinching."
"Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK.","Growls cutely to reduce the foe’s ATTACK."
"Makes the foe flee to end the battle.","Makes the foe flee to end the battle.","Makes the foe flee to end the battle.","Makes the foe flee to end the battle.","Makes the foe flee to end the battle.","Makes the foe flee to end the battle.","Makes the foe flee to end the battle."
"A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber.","A soothing song lulls the foe into a deep slumber."
"Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe.","Emits bizarre sound waves that may confuse the foe."
"Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage.","Launches shock waves that always inflict 20 HP damage."
"Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves.","Psychically disables one of the foe’s moves."
"Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE.","Sprays a hide-melting acid. May lower DEFENSE."
"A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn.","A weak fire attack that may inflict a burn."
"A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn.","A powerful fire attack that may inflict a burn."
"Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities.","Creates a mist that stops reduction of abilities."
"Squirts water to attack the foe.","Squirts water to attack the foe.","Squirts water to attack the foe.","Squirts water to attack the foe.","Squirts water to attack the foe.","Squirts water to attack the foe.","Squirts water to attack the foe."
"Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe.","Blasts water at high power to strike the foe."
"Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe.","Creates a huge wave, then crashes it down on the foe."
"Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it.","Blasts the foe with an icy beam that may freeze it."
"Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it.","Hits the foe with an icy storm that may freeze it."
"Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe.","Fires a peculiar ray that may confuse the foe."
"Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED.","Forcefully sprays bubbles that may lower SPEED."
"Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK.","Fires a rainbow-colored beam that may lower ATTACK."
"Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn.","Powerful, but leaves the user immobile the next turn."
"Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc.","Attacks the foe with a jabbing beak, etc."
"A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill.","A corkscrewing attack with the beak acting as a drill."
"A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user.","A reckless body slam that also hurts the user."
"A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes.","A kick that inflicts more damage on heavier foes."
"Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power.","Retaliates any physical hit with double the power."
"Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level."
"Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe.","Builds enormous power, then slams the foe."
"An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted."
"An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted.","An attack that absorbs half the damage inflicted."
"Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn.","Plants a seed on the foe to steal HP on every turn."
"Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK.","Forces the body to grow and heightens SP. ATK."
"Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio.","Cuts the enemy with leaves. High critical-hit ratio."
"Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn.","Absorbs light in one turn, then attacks next turn."
"Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe.","Scatters a toxic powder that may poison the foe."
"Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe.","Scatters a powder that may paralyze the foe."
"Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep.","Scatters a powder that may cause the foe to sleep."
"A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user.","A rampage of 2 to 3 turns that confuses the user."
"Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED.","Binds the foe with string to reduce its SPEED."
"Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage.","Launches shock waves that always inflict 40 HP damage."
"Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns.","Traps the foe in a ring of fire for 2 to 5 turns."
"An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe.","An electrical attack that may paralyze the foe."
"A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe.","A strong electrical attack that may paralyze the foe."
"A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe.","A weak jolt of electricity that paralyzes the foe."
"A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis.","A lightning attack that may cause paralysis."
"Throws small rocks to strike the foe.","Throws small rocks to strike the foe.","Throws small rocks to strike the foe.","Throws small rocks to strike the foe.","Throws small rocks to strike the foe.","Throws small rocks to strike the foe.","Throws small rocks to strike the foe."
"A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes.","A powerful quake, but has no effect on flying foes."
"A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure.","A one-hit KO move that drops the foe in a fissure."
"Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn.","Digs underground the first turn and strikes next turn."
"Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin.","Poisons the foe with an intensifying toxin."
"A psychic attack that may cause confusion.","A psychic attack that may cause confusion.","A psychic attack that may cause confusion.","A psychic attack that may cause confusion.","A psychic attack that may cause confusion.","A psychic attack that may cause confusion.","A psychic attack that may cause confusion."
"A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF.","A powerful psychic attack that may lower SP. DEF."
"A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep.","A hypnotizing move that may induce sleep."
"Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK.","Meditates in a peaceful fashion to raise ATTACK."
"Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED.","Relaxes the body to sharply boost SPEED."
"An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first.","An extremely fast attack that always strikes first."
"Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit.","Raises the user’s ATTACK every time it is hit."
"A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly.","A psychic move for fleeing from battle instantly."
"Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level.","Inflicts damage identical to the user’s level."
"Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle.","Copies a move used by the foe during one battle."
