en,fr,it,de,es,ko,kana
"It raises its tail to check its surroundings. The tail is sometimes struck by lightning in this pose.","Il élève sa queue pour surveiller les environs. Elle attire souvent la foudre dans cette position.","Solleva la coda per esaminare l’ambiente circostante. A volte la coda è colpita da un fulmine quando è in questa posizione.","Es streckt seinen Schweif nach oben, um seine Umgebung zu prüfen. Häufig fährt ein Blitz hinein.","Levanta su cola para vigilar los alrededores. A veces, puede ser alcanzado por un rayo en esa pose.","꼬리를 세우고 주변의 상황을 살피다 보면 가끔 꼬리에 번개가 친다.","しっぽを　たてて　まわりの ようすを　さぐっていると　ときどき かみなりが　しっぽに　おちてくる。"
"It raises its tail to check its surroundings. The tail is sometimes struck by lightning in this pose.","Il élève sa queue pour surveiller les environs. Elle attire souvent la foudre dans cette position.","Solleva la coda per esaminare l’ambiente circostante. A volte la coda è colpita da un fulmine quando è in questa posizione.","Es streckt seinen Schweif nach oben, um seine Umgebung zu prüfen. Häufig fährt ein Blitz hinein.","Levanta su cola para vigilar los alrededores. A veces, puede ser alcanzado por un rayo en esa pose.","꼬리를 세우고 주변의 상황을 살피다 보면 가끔 꼬리에 번개가 친다.","しっぽを　たてて　まわりの ようすを　さぐっていると　ときどき かみなりが　しっぽに　おちてくる。"
"Its brain cells multiply continually until it dies. As a result, it remembers everything.","Ses cellules cérébrales se multiplient jusqu’à sa mort. Il se souvient donc de tout.","Le sue cellule cerebrali si moltiplicano di continuo. Perciò ricorda qualsiasi cosa gli accada.","Seine Gehirnzellen vervielfachen sich sein ganzes Leben lang. Daher kann es sich immer an alles erinnern.","Sus neuronas se multiplican continuamente durante su vida. Por eso, siempre lo recuerda todo.","뇌세포는 항상 분열해서 죽을 때까지 늘어나기 때문에 모든 것을 기억해 놓을 수 있다.","のうさいぼうは　いつも　ぶんれつして しぬまで　ふえつづけるので あらゆることを　おぼえておける。"
"It hides in shadows. It is said that if Gengar is hiding, it cools the area by nearly 10 degrees Fahrenheit.","On dit que lorsqu’Ectoplasma se cache dans l’ombre, la température alentour chute de 5 °C.","Si nasconde nell’ombra. Pare che nei luoghi in cui Gengar si cela, la temperatura si abbassi di 5 °C.","Es versteckt sich im Schatten. Man sagt, wenn sich ein Gengar versteckt, kühlt es sich um 5 °C ab.","Se esconde entre las sombras. Se dice que donde Gengar acecha, la temperatura baja 5 °C.","그림자에 모습을 숨긴다. 팬텀이 숨어 있는 방은 온도가 5도 내려간다고 전해진다.","ものかげに　すがたを　かくす。 ゲンガーの　ひそんでいる　へやは おんどが　５ど　さがると　いわれる。"
"It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.","Il élève ses petits dans sa poche ventrale. Il attend d’être en lieu sûr pour les laisser jouer dehors.","Tiene il cucciolo nel marsupio che ha sulla pancia e lo lascia uscire solo quando non ci sono pericoli.","Sein Nachwuchs wächst in seinem Beutel heran. Nur wenn es sicher ist, darf das Junge aus dem Beutel.","Lleva a su cría en la bolsa de su panza. Solo deja que su cría salga a jugar cuando no siente peligro.","배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.","おなかの　ふくろで　こそだてをする。 あんぜんな　ときだけ　こどもを ふくろから　だして　あそばせる。"
"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far.","Il serre les proies dans ses pinces pour les trancher en deux. S’il n’y arrive pas, il les jette au loin.","Afferra la preda con le pinze e non la molla finché non l’ha tranciata. Se non ci riesce, la scaglia via.","Es hält seine Beute mit seiner Zange fest und teilt sie dann. Was es nicht teilen kann, wirft es fort.","Atrapa presas con sus pinzas hasta que las parte en dos. Lanza lejos lo que no puede quebrar.","2개의 뿔 사이에 먹이를 끼우고 조각날 때까지 놓지 않는다. 조각나지 않으면 저편으로 세게 내던진다.","２ほんの　ツノで　えものを　はさんで ちぎれるまで　はなさない。ちぎれない ときは　かなたまで　なげとばすのだ。"
"In ancient literature, there is a record of a Gyarados that razed a village when violence flared.","La littérature ancienne fait état d’un Léviator qui aurait rasé un village sous le coup de la colère.","Un antico documento riporta che Gyarados rase al suolo un villaggio in cui dilagava la violenza.","In alten Schriften wird von einem Garados berichtet, das in einem Wutanfall ein Dorf zerstörte.","En la literatura antigua se dice que un Gyarados rebosante de violencia arrasó un poblado.","분쟁이 일어난 마을을 다 태워버렸다는 기록이 고문서에 남아 있다.","あらそいの　おこった　むらを やきつくしたという　きろくが こもんじょに　のこされている。"
"It was regenerated from a dinosaur’s genetic matter that was found in amber. It flies with high-pitched cries.","Ce Pokémon a été reconstitué à partir d’une cellule de dinosaure trouvée dans un morceau d’ambre. Il vole très haut en poussant des cris très aigus.","Rigenerato dal materiale organico di un dinosauro ritrovato nell’ambra. Emette versi acuti mentre vola.","In Bernstein eingeschlossenes genetisches Material eines Dinosauriers war der Ursprung dieses Pokémon. Beim Fliegen schreit es schrill.","Se regeneró a partir de material genético de un dinosaurio encontrado en ámbar. Cuando vuela emite escandalosos alaridos.","호박에 남아 있던 공룡의 유전자에서 부활시켰다. 높은 소리로 울며 난다.","こはくに　のこされた　きょうりゅうの いでんしから　ふっかつさせた。 たかいこえで　なきながら　とぶ。"
"It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.","Il est le fruit de nombreuses expériences génétiques horribles et malsaines.","Creato da uno scienziato dopo anni di orribili esperimenti di ingegneria genetica.","Dieses Pokémon ist das Resultat eines jahrelangen und skrupellosen Experimentes.","Fue creado por un científico tras años de horribles experimentos de ingeniería genética.","한 과학자가 몇 년에 걸쳐 무서운 유전자의 연구를 계속한 결과 탄생했다.","ひとりの　かがくしゃが　なんねんも おそろしい　いでんし　けんきゅうを つづけた　けっか　たんじょうした。"
"It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.","Il est le fruit de nombreuses expériences génétiques horribles et malsaines.","Creato da uno scienziato dopo anni di orribili esperimenti di ingegneria genetica.","Dieses Pokémon ist das Resultat eines jahrelangen und skrupellosen Experimentes.","Fue creado por un científico tras años de horribles experimentos de ingeniería genética.","한 과학자가 몇 년에 걸쳐 무서운 유전자의 연구를 계속한 결과 탄생했다.","ひとりの　かがくしゃが　なんねんも おそろしい　いでんし　けんきゅうを つづけた　けっか　たんじょうした。"
"The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.","Le bout de sa queue brille si fort qu’il peut être vu de très loin. Il sert de balise aux gens.","La punta molto luminosa della coda è visibile da grandi distanze. Fa da segnale per chi si è perso.","Seine Schweifspitze ist so hell, dass viele Verschollene es als Orientierungspunkt nutzen.","La punta de su cola reluce brillantemente y puede ser vista desde lejos. Es usado como faro.","꼬리 끝이 빛나며 반짝인다. 빛이 아득히 먼 곳까지 닿아서 길 잃은 자들의 이정표가 된다.","しっぽのさきが　ひかりかがやく。 ひかりは　はるか　とおくまで　とどき まよったものの　みちしるべとなる。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.","Son corps plat et fin est toujours collé aux murs. On pense que sa forme a une signification.","Il corpo piatto e sottile sta sempre attaccato ai muri. Pare che la forma abbia un preciso significato.","Sein flacher, dünner Körper hängt immer an Wänden. Seine Form scheint eine Bedeutung zu haben.","Su cuerpo fino y plano aparece siempre en los muros. Su forma parece tener algún significado.","몸 자체는 굉장히 얇고 항상 벽에 들러붙어 있다. 모습에는 뭔가 의미가 있는 듯하다.","からだじたいは　うすっぺらく いつも　かべに　はりついている。 かたちに　なにか　いみがあるらしい。"
