en,fr,it,de,es,ko,kana
"Restores HP if hit by an Electric-type move.","Récupère des PV si touché par une capacité Électrik.","Ridà PS se il Pokémon subisce una mossa di tipo Elettro.","Treffer durch Elektro-Attacken regenerieren KP.","Recupera PS al recibir ataques de tipo Eléctrico.","전기를 받으면 회복한다.","でんきを　うけると かいふくする。"
"Restores HP if hit by a Water-type move.","Si le Pokémon est touché par une capacité Eau, il ne subit aucun dégât et regagne des PV à la place.","Ridà PS se il Pokémon subisce una mossa di tipo Acqua.","Treffer durch Wasser-Attacken regenerieren KP.","Recupera PS al recibir ataques de tipo Agua.","물을 받으면 회복한다.","みずを　うけると かいふくする。"
"Keeps the Pokémon from being infatuated or falling for taunts.","Immunise le Pokémon contre l'attraction ou la provocation.","Protegge il Pokémon da infatuazioni e provocazioni.","Verhindert, dass das Pokémon betört oder provoziert wird.","Evita que el Pokémon sea atraído o provocado.","헤롱헤롱이나 도발 상태가 되지 않는다.","メロメロや　ちょうはつ じょうたいに　ならない。"
"Eliminates the effects of weather.","Annule tous les effets liés à la météo.","Neutralizza gli effetti delle condizioni atmosferiche.","Hebt Wetter-Effekte auf.","Anula los efectos del tiempo atmosférico.","날씨의 영향이 없어진다.","てんきの　えいきょうが なくなる。"
"Boosts the Pokémon’s accuracy.","Augmente la Précision du Pokémon.","Aumenta la precisione del Pokémon.","Steigert die Genauigkeit von Attacken.","Aumenta la Precisión del Pokémon.","기술의 명중률이 올라간다.","わざの　めいちゅうりつが あがる。"
"Prevents the Pokémon from falling asleep.","Le Pokémon est incapable de dormir.","Impedisce al Pokémon di addormentarsi.","Verhindert Einschlafen.","Evita el quedarse dormido.","잠듦 상태가 되지 않는다.","ねむり　じょうたいに ならない。"
"The Pokémon’s type becomes the type of the move used on it.","Le Pokémon adopte le type de la capacité ennemie.","Il Pokémon acquisisce il tipo della mossa subita.","Ändert seinen Typ zu dem der Attacke des Angreifers.","Adopta el tipo del último movimiento del que sea blanco.","받은 기술의 타입으로 변화한다.","うけた　わざの　タイプに へんかする。"
"Prevents the Pokémon from getting poisoned.","Empêche le Pokémon d’être empoisonné.","Impedisce al Pokémon di venire avvelenato.","Verhindert Vergiftungen.","Evita el envenenamiento.","독 상태가 되지 않는다.","どく　じょうたいに ならない。"
"Powers up the Pokémon’s Fire- type moves if it’s hit by one.","Lorsque le Pokémon est touché par une capacité de type Feu, il absorbe la chaleur pour renforcer ses propres capacités Feu.","Potenzia le proprie mosse Fuoco se se ne subisce una.","Verstärkt Feuer-Attacken, wenn von Feuer-Attacken getroffen.","Potencia movimientos de tipo Fuego si ha sufrido antes alguno.","불꽃을 받으면 불꽃 기술이 강해진다.","ほのおを　うけると ほのおわざが　つよくなる。"
"Blocks the additional effects of attacks taken.","Le Pokémon dispose d'un écran naturel qui le protège des effets additionnels des attaques ennemies.","Annulla gli effetti secondari delle mosse subite.","Blockiert Zusatz-Effekte gegnerischer Angriffe.","Anula el efecto secundario del ataque sufrido.","기술의 추가 효과를 받지 않는다.","わざの　ついかこうかを うけない。"
"Prevents the Pokémon from becoming confused.","Empêche la confusion.","Impedisce al Pokémon di venire confuso.","Verhindert Verwirrung.","Evita ser confundido.","혼란 상태가 되지 않는다.","こんらん　じょうたいに ならない。"
"Negates all moves and items that force switching out.","Annule les capacités ou objets qui font changer de Pokémon.","Resiste a strumenti e mosse di sostituzione.","Blockt Attacken und Items, die Pokémon austauschen.","Anula movimientos y objetos que fuerzan el relevo.","교체시키는 기술이나 도구의 효과를 받지 않는다.","いれかえさせる　わざや どうぐが　きかない。"
"Lowers the opposing Pokémon’s Attack stat.","Le Pokémon rugit lorsqu'il arrive au combat, ce qui intimide l'ennemi et baisse son Attaque.","Riduce la statistica Attacco del nemico.","Senkt Angriff des Gegners.","Baja el Ataque del rival.","상대의 공격을 떨어뜨린다.","あいての　こうげきを さげる。"
"Prevents opposing Pokémon from escaping.","Empêche le Pokémon ennemi de quitter le combat.","Impedisce la fuga al nemico.","Hindert Gegner an der Flucht.","Evita que el enemigo huya.","상대의 그림자를 밟아 도망칠 수 없게 한다.","あいての　かげをふみ にげられなくする。"
"Inflicts damage to the attacker on contact.","Blesse l'attaquant au moindre contact.","Il nemico che manda a segno una mossa fisica viene danneggiato.","Verletzt Angreifer bei Berührung.","Hiere al tacto.","접촉한 상대에게 상처를 입힌다.","ふれた　あいてを キズつける。"
"Only supereffective moves will hit.","Seules les capacités « super efficaces » l'atteignent.","Rende vulnerabili solo alle mosse superefficaci.","Nur sehr effektive Treffer richten Schaden an.","Solo le hacen daño los movimientos supereficaces.","효과가 굉장한 기술밖에 맞지 않는다.","こうかばつぐん　しか あたらない。"
"Gives full immunity to all Ground-type moves.","Le Pokémon flotte, ce qui l'immunise contre les capacités de type Sol.","Conferisce immunità dagli attacchi di tipo Terra.","Volle Immunität gegen alle Boden-Attacken.","Proporciona inmunidad frente a los ataques de tipo Tierra.","땅타입의 기술을 받지 않는다.","じめんタイプの　わざを うけない。"
"Contact may poison or cause paralysis or sleep.","Peut paralyser, empoisonner ou endormir l'attaquant lorsque le Pokémon subit une attaque directe.","Al contatto può causare avvelenamento, paralisi o sonno.","Kann bei Kontakt Paralyse, Vergiftung oder Schlaf auslösen.","Puede dormir, envenenar o paralizar al contacto.","스치면 독, 마비, 잠듦 상태가 될 때가 있다.","ふれると　どく　まひ ねむりに　することがある。"
"Passes poison, paralyze, or burn to the Pokémon that inflicted it.","Transmet brûlure, paralysie ou poison au Pokémon qui l'a infligé.","Avvelena, paralizza o scotta il nemico che infligge lo stato.","Brand, Gift oder Paralyse ereilen auch den Verursacher.","Contagia envenenamiento, parálisis o quemaduras.","독, 마비, 화상을 상대에게 옮긴다.","どく　まひ　やけどを あいてに　うつす。"
"Prevents other Pokémon from lowering its stats.","Empêche les stats du Pokémon de baisser.","Le statistiche del Pokémon non possono essere ridotte.","Hindert Angreifer daran, Statuswerte zu senken.","Evita que bajen las características.","상대가 능력을 떨어뜨릴 수 없다.","あいてに　のうりょくを さげられない。"
"All status conditions heal when the Pokémon switches out.","Le Pokémon soigne ses altérations de statut en quittant le combat.","Cura i problemi di stato quando il Pokémon viene sostituito.","Heilt bei Austausch Statusprobleme.","Cura problemas de estado al cambiar de Pokémon.","배틀에서 일단 물러나면 상태 이상이 회복된다.","じょうたい　いじょうが ひっこむと　なおる。"
"Draws in all Electric-type moves to boost its Sp. Atk stat.","Attire et neutralise les attaques Électrik et monte l’Atq. Spé.","Neutralizza mosse di tipo Elettro per aumentare l’Attacco Speciale.","Absorbiert Elektro-Attacken und steigert den Spezial-Angriff.","Atrae y neutraliza movimientos de tipo Eléctrico y sube el At. Esp.","전기를 끌어모아 특수공격을 올린다.","でんきを　よびこんで とくこうを　あげる。"
"Boosts the likelihood of additional effects occurring.","Augmente les chances d'infliger des effets additionnels.","Gli effetti secondari delle mosse sono più probabili.","Erhöht Chance auf Zusatz-Effekte.","Aumenta la probabilidad de que haya efectos secundarios.","기술의 추가 효과가 나오기 쉽다.","わざの　ついかこうかが でやすい。"
"Boosts the Pokémon’s Speed stat in rain.","Augmente la Vitesse du Pokémon s'il pleut.","Se piove, la statistica Velocità aumenta.","Steigert bei Regen die Initiative.","Sube la Velocidad cuando hay lluvia.","비가 올 때 스피드가 올라간다.","あめのとき　すばやさが あがる。"
"Boosts the Pokémon’s Speed stat in sunshine.","Augmente la Vitesse du Pokémon s’il y a du soleil.","Se c’è il sole, la statistica Velocità aumenta.","Steigert bei Sonnenschein die Initiative.","Sube la Velocidad cuando hay sol.","맑을 때 스피드가 올라간다.","はれのとき　すばやさが あがる。"
"Raises the likelihood of meeting wild Pokémon.","Augmente les rencontres avec les Pokémon sauvages.","È più probabile incontrare Pokémon selvatici.","Erhöht die Wahrscheinlichkeit, wilden Pokémon zu begegnen.","Aumenta la probabilidad de encontrar Pokémon.","야생 포켓몬과 만나기 쉬워진다.","やせいの　ポケモンに そうぐう　しやすくなる。"
"The Pokémon copies an opposing Pokémon’s Ability.","Imite le talent de l'ennemi.","Copia l’abilità del nemico.","Das Pokémon kopiert die Fähigkeit des Gegners.","Copia la habilidad del rival.","상대와 같은 특성이 된다.","あいてと　おなじ とくせいに　なる。"
"Boosts the Pokémon’s Attack stat.","Augmente l’Attaque du Pokémon.","Migliora la statistica Attacco del Pokémon.","Stärkt physische Attacken.","Aumenta el Ataque.","물리공격의 위력이 올라간다.","ぶつり　こうげきの いりょくが　あがる。"
"Contact with the Pokémon may poison the attacker.","Peut empoisonner l'attaquant lorsque le Pokémon subit une attaque directe.","Può avvelenare chi manda a segno una mossa fisica.","Vergiftet den Angreifer eventuell bei Berührung.","Puede envenenar al mínimo contacto.","접촉한 상대를 중독시킬 때가 있다.","ふれた　あいてに　どくを おわせる　ことがある。"
"Protects the Pokémon from flinching.","Empêche le Pokémon d’avoir peur.","Evita che il Pokémon tentenni.","Verhindert Zurückschrecken.","Evita el retroceso.","풀죽지 않는다.","ひるまない。"
"Prevents the Pokémon from becoming frozen.","Protège le Pokémon contre le gel.","Evita che il Pokémon venga congelato.","Verhindert Einfrieren.","Evita la congelación.","얼음 상태가 되지 않는다.","こおり　じょうたいに ならない。"
"Prevents the Pokémon from getting a burn.","Empêche les brûlures.","Evita che il Pokémon resti scottato.","Verhindert Verbrennungen.","Evita las quemaduras.","화상 상태가 되지 않는다.","やけど　じょうたいに ならない。"
"Prevents Steel-type Pokémon from escaping.","Empêche les Pokémon Acier de fuir.","Impedisce la fuga ai Pokémon di tipo Acciaio.","Hindert Stahl-Pokémon an der Flucht.","Impide huir a los Pokémon de tipo Acero.","강철의 포켓몬을 도망칠 수 없게 한다.","はがねの　ポケモンを にげられなくする。"
"Gives full immunity to all sound-based moves.","Protège de toutes les capacités sonores.","Fornisce immunità alle mosse basate sul suono.","Volle Immunität gegen alle Lärm-Attacken.","Evita ataques de sonido.","소리 기술을 받지 않는다.","おとの　わざを うけない。"
"The Pokémon gradually regains HP in rain.","Le Pokémon récupère progressivement des PV lorsqu'il pleut.","Il Pokémon recupera PS quando piove.","Stellt bei Regen langsam und stetig KP wieder her.","Recupera PS de forma gradual cuando llueve.","비가 올 때 조금씩 HP를 회복한다.","あめのとき　すこしずつ ＨＰを　かいふくする。"
"The Pokémon summons a sandstorm in battle.","Le Pokémon invoque une tempête de sable.","Causa una tempesta di sabbia durante la lotta.","Erzeugt im Kampf Sandstürme.","Crea una tormenta de arena en el combate.","배틀에서 모래바람을 일으킨다.","せんとうで　すなあらしを おこす。"
"The Pokémon raises opposing Pokémon’s PP usage.","Force l’ennemi à dépenser plus de PP.","Il nemico usa più PP.","Steigert den AP-Verbrauch des Gegners.","Hace que los PP del rival se acaben antes.","상대가 사용하는 기술의 PP를 많이 줄인다.","あいての　つかう　わざの ＰＰを　おおく　へらす。"
"Boosts resistance to Fire-​ and Ice-type moves.","Augmente la résistance aux capacités Feu et Glace.","Aumenta la resistenza alle mosse di tipo Fuoco e Ghiaccio.","Stark gegen Attacken der Typen Feuer und Eis.","Atenúa los ataques de tipo Fuego y Hielo.","불꽃과 얼음타입의 기술에 강하다.","ほのおと　こおりタイプの わざに　つよい。"
"The Pokémon awakens quickly from sleep.","Le Pokémon se réveille deux fois plus rapidement que les autres.","Il Pokémon si risveglia rapidamente dal sonno.","Bewirkt, dass das Pokémon schneller wieder aufwacht.","El Pokémon se despierta rápidamente.","잠듦 상태에서 빨리 깨어난다.","おきるのが　はやくなる。"
"Contact with the Pokémon may burn the attacker.","Peut brûler l'attaquant s'il y a contact.","Al contatto subito, chi sferra l’attacco può venire scottato.","Fügt dem Angreifer bei Berührung eventuell Verbrennungen zu.","Puede quemar al mínimo contacto.","접촉한 상대에게 화상을 입힐 때가 있다.","ふれた　あいてを　やけど させることがある。"
"Enables a sure getaway from wild Pokémon.","Permet de fuir n'importe quel Pokémon sauvage.","Garantisce la fuga dai Pokémon selvatici.","Die Flucht vor wilden Pokémon gelingt immer.","Permite escapar de todos los Pokémon salvajes.","야생 포켓몬으로부터 반드시 도망칠 수 있다.","やせいの　ポケモンから かならず　にげられる。"
"Prevents other Pokémon from lowering accuracy.","Les yeux perçants du Pokémon empêchent sa Précision de baisser.","Evita che la precisione diminuisca.","Hindert Angreifer daran, die Genauigkeit zu senken.","Evita que disminuya la Precisión.","명중률이 떨어지지 않는다.","めいちゅうりつを さげられない。"
"Prevents other Pokémon from lowering its Attack stat.","Empêche la réduction de l’Attaque.","Evita che la statistica Attacco venga ridotta.","Hindert Angreifer daran, den Angriffs-Wert zu senken.","Evita que disminuya el Ataque.","상대가 공격을 떨어뜨리지 못한다.","あいてに　こうげきを さげられない。"
"The Pokémon may pick up items.","Permet parfois au Pokémon de ramasser des objets.","Aumenta la probabilità di trovare strumenti.","Hebt gelegentlich Items auf.","El Pokémon puede encontrar objetos.","도구를 주워올 때가 있다.","どうぐを　ひろってくる ことが　ある。"
"The Pokémon can’t attack on consecutive turns.","Lorsque le Pokémon utilise une capacité, il passe le tour suivant à paresser.","Il Pokémon attacca un turno sì e uno no.","Greift nur alle zwei Runden an.","El Pokémon no atacará en turnos consecutivos.","연속으로 공격할 수 없다.","こうげきが　れんぞくで だせない。"
"Boosts the Attack stat, but lowers accuracy.","Améliore l’Attaque mais diminue la Précision.","Aumenta l’Attacco, ma riduce la precisione.","Erhöht den Angriffs-Wert, aber senkt die Genauigkeit.","Aumenta el Ataque, pero reduce la Precisión.","공격은 높지만 빗나가기 쉽다.","こうげきは　たかいが はずれやすい。"
"Contact with the Pokémon may cause infatuation.","Peut séduire l'attaquant lorsque le Pokémon subit une attaque directe.","Al contatto subito, chi sferra l’attacco può infatuarsi.","Kann bei Kontakt betörend wirken.","Tocar al Pokémon puede causar enamoramiento.","스치면 헤롱헤롱 상태가 될 때가 있다.","ふれると　メロメロに することがある。"
"Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.","Augmente l’Attaque Spéciale si un Pokémon a Minus ou Plus.","Aumenta l’Attacco Speciale se ci sono Pokémon con Meno o Più.","Erhöht den Spezial-Angriff, wenn Plus oder Minus vertreten sind.","Potencia el At. Esp. si algún otro Pokémon tiene Más o Menos.","플러스나 마이너스가 있으면 특수공격이 올라간다.","プラスかマイナスがいると とくこうが　あがる。"
"Boosts the Sp. Atk stat if another Pokémon has Plus or Minus.","Augmente l’Attaque Spéciale si un Pokémon a Minus ou Plus.","Aumenta l’Attacco Speciale se ci sono Pokémon con Meno o Più.","Erhöht den Spezial-Angriff, wenn Plus oder Minus vertreten sind.","Potencia el At. Esp. si algún otro Pokémon tiene Más o Menos.","플러스나 마이너스가 있으면 특수공격이 올라간다.","プラスかマイナスがいると とくこうが　あがる。"
"Castform transforms with the weather.","Morphéo change de forme selon le climat.","La forma di Castform cambia in base alle condizioni atmosferiche.","Formeo verändert seine Form abhängig vom Wetter.","Se transforma según el tiempo atmosférico.","날씨에 따라 캐스퐁이 변화한다.","てんきで　ポワルンが へんかする。"
"Protects the Pokémon from item theft.","Fait s’agripper à l’objet pour en empêcher le vol.","Protegge il Pokémon dal furto di strumenti.","Verhindert durch Klebe-Effekt Item-Diebstähle.","Protege al Pokémon del robo de objetos.","달라붙어서 도구를 지킨다.","ねんちゃくして どうぐを　まもる。"
"The Pokémon may heal its own status conditions.","Le Pokémon soigne parfois ses altérations de statut en muant.","Può curare i problemi di stato del Pokémon.","Das Pokémon heilt eventuell seine Statusprobleme.","Cura los problemas de estado mudando la piel.","상태 이상을 회복할 때가 있다.","じょうたい　いじょうを なおす　ことがある。"
"Boosts the Attack stat if the Pokémon has a status condition.","Augmente l'Attaque du Pokémon s'il est affecté par une altération de statut.","Aumenta l’Attacco in caso di problemi di stato.","Steigert bei Statusproblemen den Angriffs-Wert.","Sube el Ataque si sufre un problema de estado.","상태 이상이 되면 공격이 올라간다.","じょうたい　いじょうで こうげきが　あがる。"
"Boosts the Defense stat if the Pokémon has a status condition.","Augmente la Défense s’il y a un problème de statut.","Aumenta la Difesa in caso di problemi di stato.","Steigert bei Statusproblemen die Verteidigung.","Sube la Defensa si sufre un problema de estado.","상태 이상이 되면 방어가 올라간다.","じょうたい　いじょうで ぼうぎょが　あがる。"
"Damages attackers using any draining move.","Blesse l'attaquant qui draine l'énergie du Pokémon.","Danneggia i Pokémon che usano mosse ruba-PS.","Schadet Angreifern, die Saug-Attacken einsetzen.","Hiere a los Pokémon que drenan PS.","흡수한 상대의 HP를 줄인다.","すいとった　あいての ＨＰを　へらす。"
"Powers up Grass-type moves when the Pokémon is in trouble.","Augmente la puissance des capacités de type Plante du Pokémon quand il a perdu une certaine quantité de PV.","Quando si è in difficoltà, potenzia le mosse di tipo Erba.","Erhöht in Notfällen die Stärke von Pflanzen-Attacken.","Potencia los ataques de tipo Planta en un apuro.","위급할 때 풀타입의 위력이 올라간다.","ピンチのとき　くさの いりょくが　あがる。"
"Powers up Fire-type moves when the Pokémon is in trouble.","Augmente la puissance des capacités de type Feu du Pokémon quand il a perdu une certaine quantité de PV.","Quando si è in difficoltà, potenzia le mosse di tipo Fuoco.","Erhöht in Notfällen die Stärke von Feuer-Attacken.","Potencia los ataques de tipo Fuego en un apuro.","위급할 때 불꽃타입의 위력이 올라간다.","ピンチのとき　ほのおの いりょくが　あがる。"
"Powers up Water-type moves when the Pokémon is in trouble.","Augmente la puissance des capacités de type Eau du Pokémon quand il a perdu une certaine quantité de PV.","Quando si è in difficoltà, potenzia le mosse di tipo Acqua.","Erhöht in Notfällen die Stärke von Wasser-Attacken.","Potencia los ataques de tipo Agua en un apuro.","위급할 때 물타입의 위력이 올라간다.","ピンチのとき　みずの いりょくが　あがる。"
"Powers up Bug-type moves when the Pokémon is in trouble.","Augmente la puissance des capacités de type Insecte du Pokémon quand il a perdu une certaine quantité de PV.","Quando si è in difficoltà, potenzia le mosse di tipo Coleottero.","Erhöht in Notfällen die Stärke von Käfer-Attacken.","Potencia los ataques de tipo Bicho en un apuro.","위급할 때 벌레타입의 위력이 올라간다.","ピンチのとき　むしの いりょくが　あがる。"
"Protects the Pokémon from recoil damage.","Le Pokémon peut utiliser des capacités occasionnant un contrecoup sans perdre de PV.","Protegge il Pokémon dai contraccolpi.","Verhindert Schaden, der durch Rückstoß entsteht.","Impide que el Pokémon se dañe con sus movimientos.","부딪쳐도 반동을 받지 않는다.","ぶつかっても はんどうを　うけない。"
"Turns the sunlight harsh when the Pokémon enters a battle.","Le soleil se met à briller quand ce Pokémon rejoint le combat.","Il sole brilla intensamente quando il Pokémon entra in campo.","Erzeugt im Kampf gleißendes Sonnenlicht.","El sol sale si el Pokémon entra en combate.","배틀에 나가면 햇살이 강해진다.","せんとうに　でると ひざしが　つよくなる。"
"Prevents opposing Pokémon from fleeing.","Empêche l’ennemi de s’enfuir.","Impedisce la fuga al nemico.","Hindert den Gegner im Kampf an der Flucht.","Evita que el rival huya.","배틀에서 상대를 도망칠 수 없게 한다.","せんとうで　あいてを にげられなくする。"
"Prevents the Pokémon from falling asleep.","Empêche le Pokémon de s’endormir.","Impedisce al Pokémon di addormentarsi.","Verhindert Einschlafen.","Evita el quedarse dormido.","잠듦 상태가 되지 않는다.","ねむり　じょうたいに ならない。"
"Prevents other Pokémon from lowering its stats.","Empêche les stats du Pokémon de baisser.","Le statistiche del Pokémon non possono essere ridotte.","Hindert Angreifer daran, Statuswerte zu senken.","Evita que bajen las características.","상대가 능력을 떨어뜨릴 수 없다.","あいてに　のうりょくを さげられない。"
"Boosts the Pokémon’s Attack stat.","Le Pokémon utilise sa maîtrise du yoga pour doubler la puissance de ses capacités physiques.","Migliora la statistica Attacco del Pokémon.","Stärkt physische Attacken.","Aumenta el Ataque.","물리공격의 위력이 올라간다.","ぶつり　こうげきの いりょくが　あがる。"
"Protects the Pokémon from critical hits.","Le Pokémon est protégé des coups critiques par sa carapace.","Evita che il Pokémon subisca brutti colpi.","Wehrt gegnerische Volltreffer ab.","Bloquea los golpes críticos.","상대의 공격이 급소에 맞지 않는다.","あいての　こうげきが きゅうしょに　あたらない。"
"Eliminates the effects of weather.","Annule les effets du climat.","Neutralizza gli effetti delle condizioni atmosferiche.","Hebt Wetter-Effekte auf.","Anula los efectos del tiempo atmosférico.","날씨의 영향이 없어진다.","てんきの　えいきょうが なくなる。"
"Raises evasion if the Pokémon is confused.","Augmente l'Esquive du Pokémon s'il est confus.","Aumenta l’elusione se il Pokémon è confuso.","Erhöht den Fluchtwert, wenn das Pokémon verwirrt ist.","Sube la Evasión si el Pokémon está confuso.","혼란에 빠져있으면 회피하기 쉬워진다.","こんらん　していると かいひ　しやすくなる。"
"Boosts the Speed stat when it’s hit by an Electric-type move.","Augmente la Vitesse si touché par une capacité Électrik.","Le mosse di tipo Elettro subite fanno aumentare la Velocità.","Erhöht nach einem Treffer durch eine Elektro-Attacke die Initiative.","Sube la Velocidad si le alcanza un ataque eléctrico.","전기를 받으면 스피드가 올라간다.","でんきを　うけると すばやさが　あがる。"
"Deals more damage to Pokémon of the same gender.","Devient plus fort si l’ennemi est du même sexe.","Rende più forti contro nemici dello stesso sesso.","Erhöht den Schaden, wenn das Ziel dasselbe Geschlecht hat.","Si el objetivo es del mismo sexo, inflige más daño.","상대와 성별이 같으면 강해진다.","あいてと　せいべつが おなじだと　つよくなる。"
"Boosts the Speed stat each time the Pokémon flinches.","Augmente la Vitesse du Pokémon quand il a peur.","Aumenta la Velocità se il Pokémon tentenna.","Erhöht die Initiative, sobald das Pokémon zurückschreckt.","Cada vez que retrocede sube su Velocidad.","풀죽을 때마다 스피드가 올라간다.","ひるむ　たびに すばやさが　あがる。"
"Boosts evasion in a hailstorm.","Augmente l’Esquive durant les tempêtes de grêle.","Aumenta l’elusione quando grandina.","Erhöht bei Hagel den Fluchtwert.","Sube la Evasión durante una tormenta de granizo.","날씨가 싸라기눈일 때 회피율이 올라간다.","てんきが　あられのとき かいひりつが　あがる。"
"Makes the Pokémon use a held Berry earlier than usual.","Permet d'utiliser plus rapidement une Baie tenue.","Favorisce l’uso anticipato di una bacca tenuta dal Pokémon.","Ermutigt zum frühzeitigen Einsatz von Beeren.","Fomenta el uso rápido de la baya que porte.","나무열매를 여느 때보다 빨리 사용한다.","きのみを　いつもより はやく　つかう。"
"Maxes the Attack stat after the Pokémon takes a critical hit.","Monte l’Attaque au max après avoir reçu un coup critique.","Massimizza l’Attacco se si subisce un brutto colpo.","Maximiert nach Einstecken eines Volltreffers den Angriffs-Wert.","Sube el Ataque al máximo tras un golpe crítico.","급소에 맞으면 공격이 올라간다.","きゅうしょに　うけると こうげきが　あがる。"
"Boosts the Speed stat if its held item is used or lost.","Augmente la Vitesse du Pokémon s'il perd ou utilise l'objet qu'il tenait au début du combat.","Aumenta la Velocità dopo aver usato o perso uno strumento.","Erhöht Initiative, wenn ein Item verwendet oder verloren wird.","Sube la Velocidad si usa o pierde el objeto que lleve.","도구가 없어지면 스피드가 올라간다.","どうぐが　なくなると すばやさが　あがる。"
"Weakens the power of Fire-type moves.","Réduit la puissance des capacités de type Feu.","Indebolisce l’effetto di mosse di tipo Fuoco.","Senkt die Stärke von Feuer-Attacken.","Atenúa los movimientos de tipo Fuego.","불꽃 기술의 위력을 약하게 한다.","ほのお　わざの いりょくを　よわめる。"
"The Pokémon is prone to wild stat changes.","Les variations de stats sont deux fois plus importantes pour le Pokémon.","Le statistiche possono cambiare senza preavviso.","Das Pokémon ist anfällig für Statusveränderungen.","Aumenta los cambios en las características.","능력 변화가 여느 때보다 심하다.","のうりょく　へんかが いつもより　はげしい。"
"Reduces HP if it’s hot. Water restores HP.","Perd des PV à la chaleur. L’eau les restaure.","Riduce i PS se fa caldo. In presenza di acqua, ridà PS.","Bei heißem Wetter verliert das Pokémon KP. Wasser heilt KP.","Pierde PS si hace calor. Los recupera con agua.","더우면 HP가 줄어든다. 물로 HP를 회복한다.","あついと　ＨＰが　へる。 みずで　ＨＰを　かいふく。"
"Adjusts power based on an opposing Pokémon’s stats.","Ajuste la puissance selon l’ennemi.","Regola la potenza in base al nemico.","Passt Kraft entsprechend den gegnerischen Statuswerten an.","Adapta su fuerza para cada rival.","상대의 능력을 보고 능력치를 바꾼다.","あいての　のうりょくを みて　つよさを　かえる。"
"Powers up punching moves.","Augmente la puissance des capacités coups de poing.","Potenzia le mosse che utilizzano pugni.","Steigert die Effektivität von Box- und Hieb-Attacken.","Aumenta la fuerza de los puñetazos.","펀치를 사용하는 기술의 위력이 올라간다.","パンチを　つかう　わざの いりょくが　あがる。"
"Restores HP if the Pokémon is poisoned.","Restaure des PV si le Pokémon est empoisonné.","Ridà PS se il Pokémon è avvelenato.","Heilt bei Vergiftungen KP.","Recupera PS si el Pokémon ha sido envenenado.","독 상태가 되면 HP를 회복한다.","どくじょうたいに　なると ＨＰを　かいふくする。"
"Powers up moves of the same type as the Pokémon.","Quand le Pokémon utilise une capacité du même type que lui, le bonus de puissance qu'elle reçoit est encore plus important que normalement.","Potenzia le mosse dello stesso tipo del Pokémon.","Erhöht die Stärke von Attacken desselben Typs.","Potencia los movimientos del mismo tipo del Pokémon.","타입이 같은 기술의 위력이 올라간다.","タイプが　おなじ　わざの いりょくが　あがる。"
