en,fr,it,de,es,ko,kana
Liechi Berries,Baies Lichii,Baccalici,Lydzibeeren,Bayas Lichi,치리열매,チイラのみ
Ganlon Berries,Baies Lingan,Baccalongan,Linganbeeren,Bayas Gonlan,용아열매,リュガのみ
Salac Berries,Baies Sailak,Baccasalak,Salkabeeren,Bayas Aslac,캄라열매,カムラのみ
Petaya Berries,Baies Pitaye,Baccapitaya,Tahaybeeren,Bayas Yapati,야타비열매,ヤタピのみ
Apicot Berries,Baies Abriko,Baccacocca,Apikobeeren,Bayas Aricoc,규살열매,ズアのみ
Lansat Berries,Baies Lansat,Baccalangsa,Lansatbeeren,Bayas Zonlan,랑사열매,サンのみ
Starf Berries,Baies Frista,Baccambola,Krambobeeren,Bayas Arabol,스타열매,スターのみ
Enigma Berries,Baies Enigma,Baccaenigma,Enigmabeeren,Bayas Enigma,의문열매,ナゾのみ
Micle Berries,Baies Micle,Baccaracolo,Wunfrubeeren,Bayas Lagro,미클열매,ミクルのみ
Custap Berries,Baies Chérim,Baccacrela,Eipfelbeeren,Bayas Chiri,애슈열매,イバンのみ
Jaboca Berries,Baies Jaboca,Baccajaba,Jabocabeeren,Bayas Jaboca,자보열매,ジャポのみ
Rowap Berries,Baies Pommo,Baccaroam,Roselbeeren,Bayas Magua,애터열매,レンブのみ
Bright Powders,Poudres Claires,Luminpolvere,Blendpuder,Polvos Brillo,반짝가루,ひかりのこな
White Herbs,Herbes Blanches,Erbechiare,Schlohkräuter,Hierbas Blancas,하양허브,しろいハーブ
Macho Braces,Bracelets Macho,Crescicappa,Machobänder,Brazales Firmes,교정깁스,きょうせいギプス
Exp. Shares,Multi Exp,Condividi esp.,EP-Teiler,Repartir Experiencia,학습장치,がくしゅうそうち
Quick Claws,Vives Griffes,Rapidartigli,Flinkklauen,Garras Rápidas,선제공격손톱,せんせいのツメ
Soothe Bells,Grelots Zen,Calmanelle,Sanftglocken,Cascabeles Alivio,평온의방울,やすらぎのすず
Mental Herbs,Herbes Mental,Mentalerbe,Mentalkräuter,Hierbas Mentales,멘탈허브,メンタルハーブ
Choice Bands,Bandeaux Choix,Bendescelta,Wahlbänder,Cintas Elección,구애머리띠,こだわりハチマキ
King’s Rocks,Roches Royales,Rocce di Re,King-Steine,Rocas del Rey,왕의징표석,おうじゃのしるし
Silver Powders,Poudres Argentées,Argenpolvere,Silberstäube,Polvos Plata,은빛가루,ぎんのこな
Amulet Coins,Pièces Rune,Monetamuleti,Münzamulette,Monedas Amuleto,부적금화,おまもりこばん
Cleanse Tags,Runes Purifiantes,Velipuri,Schutzbänder,Amuletos,순결의부적,きよめのおふだ
Soul Dews,Rosées Âme,Cuorugiade,Seelentau,Rocíos Bondad,마음의물방울,こころのしずく
Deep Sea Teeth,Dents Océan,Denti Abissi,Abysszähne,Dientes Marinos,심해의이빨,しんかいのキバ
Deep Sea Scales,Écailles Océan,Squameabissi,Abyssplatten,Escamas Marinas,심해의비늘,しんかいのウロコ
Smoke Balls,Boules Fumée,Palle Fumo,Rauchbälle,Bolas de Humo,연막탄,けむりだま
Everstones,Pierres Stase,Pietrestanti,Ewigsteine,Piedras Eternas,변함없는돌,かわらずのいし
Focus Bands,Bandeaux,Bandane,Fokusbänder,Cintas Focus,기합의머리띠,きあいのハチマキ
Lucky Eggs,Œufs Chance,Fortunuova,Glücks-Eier,Huevos Suerte,행복의알,しあわせタマゴ
Scope Lenses,Lentilscopes,Mirini,Scope-Linsen,Periscopios,초점렌즈,ピントレンズ
Metal Coats,Peaux Métal,Metalcoperte,Metallmäntel,Revest. Metálicos,금속코트,メタルコート
Leftovers,Restes,Avanzi,Überreste,Restos,먹다남은음식,たべのこし
Dragon Scales,Écailles Draco,Squame Drago,Drachenhäute,Escamas Dragón,용의비늘,りゅうのウロコ
Light Balls,Balles Lumière,Elettropalle,Kugelblitze,Bolas Luminosas,전기구슬,でんきだま
Soft Sand,Sables Doux,Sabbia Soffice,Pudersande,Arenas Finas,부드러운모래,やわらかいすな
Hard Stones,Pierres Dures,Pietredure,Granitsteine,Piedras Duras,딱딱한돌,かたいいし
Miracle Seeds,Graines Miracles,Miracolsemi,Wundersaaten,Semillas Milagro,기적의씨,きせきのタネ
Black Glasses,Lunettes Noires,Occhialineri,Schattenbrillen,Gafas de Sol,검은안경,くろいメガネ
Black Belts,Ceintures Noires,Cinturenere,Schwarzgurte,Cinturones Negros,검은띠,くろおび
Magnets,Aimants,Calamite,Magnete,Imanes,자석,じしゃく
Mystic Waters,Eaux Mystiques,Acqua Magica,Zauberwässer,Aguas Místicas,신비의물방울,しんぴのしずく
Sharp Beaks,Becs Pointus,Beccaffilati,Spitze Schnäbel,Picos Afilados,예리한부리,するどいくちばし
Poison Barbs,Pics Venin,Velenaculei,Giftstiche,Flechas Venenosas,독바늘,どくバリ
Never-Melt Ices,Glaces Éternelles,Gelomai,Ewiges Eis,Antiderretir,녹지않는얼음,とけないこおり
Spell Tags,Runes Sort,Spettrotarghe,Bannsticker,Hechizos,저주의부적,のろいのおふだ
Twisted Spoons,Cuillères Tordues,Cucchiai Torti,Krummlöffel,Cucharas Torcidas,휘어진스푼,まがったスプーン
Charcoals,Charbons,Carbonella,Holzkohlen,Carbones,목탄,もくたん
Dragon Fangs,Crocs Dragon,Dentididrago,Drachenzähne,Colmillos Dragón,용의이빨,りゅうのキバ
Silk Scarves,Mouchoirs Soie,Sciarpe Seta,Seidenschals,Pañuelos de Seda,실크스카프,シルクのスカーフ
Upgrades,Améliorators,Upgrade,Up-Grades,Mejoras,업그레이드,アップグレード
Shell Bells,Grelots Coque,Conchinelle,Muschelglocken,Cascabeles Concha,조개껍질방울,かいがらのすず
Sea Incenses,Encens Mer,Marearomi,Seerauch,Inciensos Marinos,바닷물향로,うしおのおこう
Lax Incenses,Encens Doux,Distraromi,Laxrauch,Inciensos Suaves,무사태평향로,のんきのおこう
Lucky Punches,Poings Chance,Fortunpugni,Lucky Punchs,Puños Suerte,럭키펀치,ラッキーパンチ
Metal Powders,Poudres Métal,Metalpolvere,Metallstäube,Polvos Metálicos,금속파우더,メタルパウダー
Thick Clubs,Masses Os,Ossispessi,Kampfknochen,Huesos Gruesos,굵은뼈,ふといホネ
Leeks,Poireaux,Gambi,Lauchstangen,Puerros,대파,ながねぎ
Red Scarves,Foulards Rouges,Fasce Rosse,Rote Schals,Pañuelos Rojos,빨강밴드,あかいバンダナ
Blue Scarves,Foulards Bleus,Fasce Blu,Blaue Schals,Pañuelos Azules,파랑밴드,あおいバンダナ
Pink Scarves,Foulards Roses,Fasce Rosa,Rosa Schals,Pañuelos Rosas,분홍밴드,ピンクのバンダナ
Green Scarves,Foulards Verts,Fasce Verdi,Grüne Schals,Pañuelos Verdes,초록밴드,みどりのバンダナ
Yellow Scarves,Foulards Jaunes,Fasce Gialle,Gelbe Schals,Pañuelos Amarillos,노랑밴드,きいろのバンダナ
Wide Lenses,Loupes,Grandilenti,Großlinsen,Lupas,광각렌즈,こうかくレンズ
Muscle Bands,Bandeaux Muscle,Muscolbande,Muskelbänder,Cintas Fuertes,힘의머리띠,ちからのハチマキ
Wise Glasses,Lunettes Sages,Saviocchiali,Schlaubrillen,Gafas Especiales,박식안경,ものしりメガネ
Expert Belts,Ceintures Pro,Abilcinture,Expertengurte,Cintas Experto,달인의띠,たつじんのおび
