en,fr,it,de,es,ko,kana
"It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly."
"A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution."
"It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen."
"It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head."
"While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches."
"Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off."
"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
"It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws."
"By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees."
"Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment."
"It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls."
"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey."
"It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak."
"It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind."
"The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear."
"It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks.","It lives in forests with others. It stores electricity in the pouches on its cheeks."
"It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail.","It turns aggressive if it has too much electricity in its body. It discharges power through its tail."
"To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall."
"It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage."
"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
"When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s."
"Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life."
"It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection."
"It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact."
"One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick."
"Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature.","Thought to live with others on quiet mountains, it is popular for its adorable nature."
"Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.","Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes."
"It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails."
"Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years."
"When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy."
"Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air."
"Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.","Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth."
"It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.","It loves the blood of humans and Pokémon. It flies around at night in search of neck veins."
"It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night."
"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away."
"Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen."
"Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.","Mushrooms named tochukaso grow on its back. They grow along with the host PARAS."
"A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores."
"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light."
"It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin."
"A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight."
"Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
"If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however.","If its usual headache worsens, it starts exhibiting odd powers. It can’t remember doing so, however."
"A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion.","A Pokémon that lives in lakes. It swims faster than any human swimming champion."
"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason."
"It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder."
"A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer."
"Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago.","Its proud and regal appearance has captured the hearts of people since long ago."
"Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.","Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet."
"The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.","The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness."
