en,fr,it,de,es,ko,kana
"Raises the likelihood of meeting wild Pokémon.","Augmente les rencontres avec Pokémon sauvages.","Raises the likelihood of meeting wild Pokémon.","Raises the likelihood of meeting wild Pokémon.","Raises the likelihood of meeting wild Pokémon.","Raises the likelihood of meeting wild Pokémon.","Raises the likelihood of meeting wild Pokémon."
"The Pokémon copies the foe’s ability.","Imite la capacité spéciale de l'ennemi.","The Pokémon copies the foe’s ability.","The Pokémon copies the foe’s ability.","The Pokémon copies the foe’s ability.","The Pokémon copies the foe’s ability.","The Pokémon copies the foe’s ability."
"Raises the Pokémon’s Attack stat.","Augmente l'Attaque du Pokémon.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat."
"Contact with the Pokémon may poison the foe.","Peut empoisonner l'ennemi s'il y a contact.","Contact with the Pokémon may poison the foe.","Contact with the Pokémon may poison the foe.","Contact with the Pokémon may poison the foe.","Contact with the Pokémon may poison the foe.","Contact with the Pokémon may poison the foe."
"The Pokémon is protected from flinching.","Empêche le Pokémon d'avoir peur.","The Pokémon is protected from flinching.","The Pokémon is protected from flinching.","The Pokémon is protected from flinching.","The Pokémon is protected from flinching.","The Pokémon is protected from flinching."
"Prevents the Pokémon from becoming frozen.","Protège le Pokémon contre le gel.","Prevents the Pokémon from becoming frozen.","Prevents the Pokémon from becoming frozen.","Prevents the Pokémon from becoming frozen.","Prevents the Pokémon from becoming frozen.","Prevents the Pokémon from becoming frozen."
"Prevents the Pokémon from getting a burn.","Empêche les brûlures.","Prevents the Pokémon from getting a burn.","Prevents the Pokémon from getting a burn.","Prevents the Pokémon from getting a burn.","Prevents the Pokémon from getting a burn.","Prevents the Pokémon from getting a burn."
"Prevents Steel-type Pokémon from escaping.","Empêche les Pokémon Acier de fuir.","Prevents Steel-type Pokémon from escaping.","Prevents Steel-type Pokémon from escaping.","Prevents Steel-type Pokémon from escaping.","Prevents Steel-type Pokémon from escaping.","Prevents Steel-type Pokémon from escaping."
"Gives full immunity to all sound-based moves.","Protège de toutes les capacités sonores.","Gives full immunity to all sound-based moves.","Gives full immunity to all sound-based moves.","Gives full immunity to all sound-based moves.","Gives full immunity to all sound-based moves.","Gives full immunity to all sound-based moves."
"The Pokémon gradually recovers HP in rain.","Récupère progressivement des PV par temps de pluie.","The Pokémon gradually recovers HP in rain.","The Pokémon gradually recovers HP in rain.","The Pokémon gradually recovers HP in rain.","The Pokémon gradually recovers HP in rain.","The Pokémon gradually recovers HP in rain."
"The Pokémon summons a sandstorm in battle.","Le Pokémon invoque une tempête de sable.","The Pokémon summons a sandstorm in battle.","The Pokémon summons a sandstorm in battle.","The Pokémon summons a sandstorm in battle.","The Pokémon summons a sandstorm in battle.","The Pokémon summons a sandstorm in battle."
"The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage.","The Pokémon raises the foe’s PP usage."
"Raises resistance to Fire-​ and Ice-type moves.","Augmente la résistance aux cap. Feu et Glace.","Raises resistance to Fire-​ and Ice-type moves.","Raises resistance to Fire-​ and Ice-type moves.","Raises resistance to Fire-​ and Ice-type moves.","Raises resistance to Fire-​ and Ice-type moves.","Raises resistance to Fire-​ and Ice-type moves."
"The Pokémon awakens quickly from sleep.","Le Pokémon se réveille plus rapidement.","The Pokémon awakens quickly from sleep.","The Pokémon awakens quickly from sleep.","The Pokémon awakens quickly from sleep.","The Pokémon awakens quickly from sleep.","The Pokémon awakens quickly from sleep."
"Contact with the Pokémon may burn the foe.","Peut brûler l'ennemi s'il y a contact.","Contact with the Pokémon may burn the foe.","Contact with the Pokémon may burn the foe.","Contact with the Pokémon may burn the foe.","Contact with the Pokémon may burn the foe.","Contact with the Pokémon may burn the foe."
"Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon.","Enables sure getaway from wild Pokémon."
"Prevents the Pokémon from losing accuracy.","Empêche le Pokémon de perdre en précision.","Prevents the Pokémon from losing accuracy.","Prevents the Pokémon from losing accuracy.","Prevents the Pokémon from losing accuracy.","Prevents the Pokémon from losing accuracy.","Prevents the Pokémon from losing accuracy."
"Prevents the Attack stat from being lowered.","Empêche la réduction de l'Attaque.","Prevents the Attack stat from being lowered.","Prevents the Attack stat from being lowered.","Prevents the Attack stat from being lowered.","Prevents the Attack stat from being lowered.","Prevents the Attack stat from being lowered."
"The Pokémon may pick up items.","The Pokémon may pick up items.","The Pokémon may pick up items.","The Pokémon may pick up items.","The Pokémon may pick up items.","The Pokémon may pick up items.","The Pokémon may pick up items."
"The Pokémon can’t attack on consecutive turns.","Le Pokémon ne frappe qu'un tour sur deux.","The Pokémon can’t attack on consecutive turns.","The Pokémon can’t attack on consecutive turns.","The Pokémon can’t attack on consecutive turns.","The Pokémon can’t attack on consecutive turns.","The Pokémon can’t attack on consecutive turns."
"Boosts the Attack stat, but lowers accuracy.","Améliore l'Attaque mais diminue la Précision.","Boosts the Attack stat, but lowers accuracy.","Boosts the Attack stat, but lowers accuracy.","Boosts the Attack stat, but lowers accuracy.","Boosts the Attack stat, but lowers accuracy.","Boosts the Attack stat, but lowers accuracy."
"Contact with the Pokémon may cause infatuation.","Séduit parfois l'ennemi au contact.","Contact with the Pokémon may cause infatuation.","Contact with the Pokémon may cause infatuation.","Contact with the Pokémon may cause infatuation.","Contact with the Pokémon may cause infatuation.","Contact with the Pokémon may cause infatuation."
"Boosts Sp. Atk if another Pokémon has Minus.","Améliore l'Atq. Spé. si un autre Pokémon a Minus.","Boosts Sp. Atk if another Pokémon has Minus.","Boosts Sp. Atk if another Pokémon has Minus.","Boosts Sp. Atk if another Pokémon has Minus.","Boosts Sp. Atk if another Pokémon has Minus.","Boosts Sp. Atk if another Pokémon has Minus."
"Boosts Sp. Atk if another Pokémon has Plus.","Améliore l'Atq. Spé. si un autre Pokémon a Plus.","Boosts Sp. Atk if another Pokémon has Plus.","Boosts Sp. Atk if another Pokémon has Plus.","Boosts Sp. Atk if another Pokémon has Plus.","Boosts Sp. Atk if another Pokémon has Plus.","Boosts Sp. Atk if another Pokémon has Plus."
"CASTFORM transforms with the weather.","MORPHEO change de forme selon le climat.","CASTFORM transforms with the weather.","CASTFORM transforms with the weather.","CASTFORM transforms with the weather.","CASTFORM transforms with the weather.","CASTFORM transforms with the weather."
"Protects the Pokémon from item theft.","Protège le Pokémon contre le vol d'objets.","Protects the Pokémon from item theft.","Protects the Pokémon from item theft.","Protects the Pokémon from item theft.","Protects the Pokémon from item theft.","Protects the Pokémon from item theft."
"The Pokémon may heal its own status problems.","Le Pokémon soigne parfois ses problèmes de statut.","The Pokémon may heal its own status problems.","The Pokémon may heal its own status problems.","The Pokémon may heal its own status problems.","The Pokémon may heal its own status problems.","The Pokémon may heal its own status problems."
"Boosts Attack if there is a status problem.","Augmente l'Attaque s'il y a un problème de statut.","Boosts Attack if there is a status problem.","Boosts Attack if there is a status problem.","Boosts Attack if there is a status problem.","Boosts Attack if there is a status problem.","Boosts Attack if there is a status problem."
"Boosts Defense if there is a status problem.","Augmente la Défense s'il y a un problème de statut.","Boosts Defense if there is a status problem.","Boosts Defense if there is a status problem.","Boosts Defense if there is a status problem.","Boosts Defense if there is a status problem.","Boosts Defense if there is a status problem."
"Inflicts damage on foes using any draining move.","Blesse l'ennemi qui draine l'énergie du Pokémon.","Inflicts damage on foes using any draining move.","Inflicts damage on foes using any draining move.","Inflicts damage on foes using any draining move.","Inflicts damage on foes using any draining move.","Inflicts damage on foes using any draining move."
"Powers up Grass-type moves in a pinch.","Booste les capacités Plante en cas de besoin.","Powers up Grass-type moves in a pinch.","Powers up Grass-type moves in a pinch.","Powers up Grass-type moves in a pinch.","Powers up Grass-type moves in a pinch.","Powers up Grass-type moves in a pinch."
"Powers up Fire-type moves in a pinch.","Booste les capacités Feu en cas de besoin.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch."
"Powers up Water-type moves in a pinch.","Booste les capacités Eau en cas de besoin.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch."
"Powers up Bug-type moves in a pinch.","Booste les capacités Insecte en cas de besoin.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch."
"Protects the Pokémon from recoil damage.","Protège le Pokémon des dégâts de contrecoups.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage."
"The Pokémon makes it sunny if it is in battle.","Invoque le soleil quand il est au combat.","The Pokémon makes it sunny if it is in battle.","The Pokémon makes it sunny if it is in battle.","The Pokémon makes it sunny if it is in battle.","The Pokémon makes it sunny if it is in battle.","The Pokémon makes it sunny if it is in battle."
"Prevents the foe from fleeing.","Empêche l'ennemi de s'enfuir.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing."
"Prevents the Pokémon from falling asleep.","Empêche le Pokémon de s'endormir.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep."
"Prevents the Pokémon’s stats from being lowered.","Empêche les stats du Pokémon de baisser.","Prevents the Pokémon’s stats from being lowered.","Prevents the Pokémon’s stats from being lowered.","Prevents the Pokémon’s stats from being lowered.","Prevents the Pokémon’s stats from being lowered.","Prevents the Pokémon’s stats from being lowered."
"Boosts the power of physical attacks.","Augmente la puissance des attaques physiques.","Boosts the power of physical attacks.","Boosts the power of physical attacks.","Boosts the power of physical attacks.","Boosts the power of physical attacks.","Boosts the power of physical attacks."
"The Pokémon is protected against critical hits.","Protège le Pokémon contre les coups critiques.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits."
"Eliminates the effects of weather.","Annule les effets du climat.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather."
"Raises evasion if the Pokémon is confused.","Augmente l'esquive si le Pokémon est confus.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused."
"Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move."
"Raises Attack if the foe is of the same gender.","Augmente l'Attaque si l'ennemi est du même sexe.","Raises Attack if the foe is of the same gender.","Raises Attack if the foe is of the same gender.","Raises Attack if the foe is of the same gender.","Raises Attack if the foe is of the same gender.","Raises Attack if the foe is of the same gender."
"Raises Speed each time the Pokémon flinches.","Augmente la Vitesse quand le Pokémon a peur.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches."
"Raises evasion in a hailstorm.","Augmente l'Esquive durant les tempêtes de grêle.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm."
"Encourages the early use of a held Berry.","Encourage l'utilisation d'une Baie tenue.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry."
"Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit.","Raises Attack upon taking a critical hit."
"Raises Speed if a held item is used.","Augmente la Vit. si l'objet tenu est utilisé ou perdu.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used."
"Weakens the power of Fire-type moves.","Réduit la puissance des capacités de type Feu.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves."
"The Pokémon is prone to wild stat changes.","Le Pokémon est sujet à des variations de stats.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes."
"Reduces HP if it is hot. Water restores HP.","Perd des PV à la chaleur. L'eau les restaure.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP."
"Adjusts power according to the foe’s ability.","Ajuste la puissance selon l'ennemi.","Adjusts power according to the foe’s ability.","Adjusts power according to the foe’s ability.","Adjusts power according to the foe’s ability.","Adjusts power according to the foe’s ability.","Adjusts power according to the foe’s ability."
"Boosts the power of punching moves.","Augmente la puissance des capacités coups de poing.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves."
"Restores HP if the Pokémon is poisoned.","Restaure des PV si le Pokémon est empoisonné.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned."
"Powers up moves of the same type.","Augmente la puissance des capacités de même type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type."
"Increases the frequency of multi-strike moves.","Augmente la fréquence des attaques multiples.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves."
"Heals status problems if it is raining.","Soigne les problèmes de statut s'il pleut.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining."
"Boosts Sp. Atk, but lowers HP in sunshine.","Augmente l'Atq. Spé. mais baisse les PV au soleil.","Boosts Sp. Atk, but lowers HP in sunshine.","Boosts Sp. Atk, but lowers HP in sunshine.","Boosts Sp. Atk, but lowers HP in sunshine.","Boosts Sp. Atk, but lowers HP in sunshine.","Boosts Sp. Atk, but lowers HP in sunshine."
"Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem."
"All the Pokémon’s moves become the Normal type.","Toutes les capacités sont de type Normal.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type."
"Powers up moves if they become critical hits.","Booste les capacités qui sont des coups critiques.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits."
"The Pokémon only takes damage from attacks.","Seule une attaque directe peut blesser le Pokémon.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks."
"Ensures the Pokémon and its foe’s attacks land.","Attaques du Pokémon et de l'ennemi réussissent.","Ensures the Pokémon and its foe’s attacks land.","Ensures the Pokémon and its foe’s attacks land.","Ensures the Pokémon and its foe’s attacks land.","Ensures the Pokémon and its foe’s attacks land.","Ensures the Pokémon and its foe’s attacks land."
"The Pokémon moves after even slower foes.","Attaque toujours après l'ennemi, même plus lent.","The Pokémon moves after even slower foes.","The Pokémon moves after even slower foes.","The Pokémon moves after even slower foes.","The Pokémon moves after even slower foes.","The Pokémon moves after even slower foes."
"Powers up the Pokémon’s weaker moves.","Augmente la puissance des capacités les plus faibles.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves."
"Prevents status problems in sunny weather.","Empêche les problèmes de statut au soleil.","Prevents status problems in sunny weather.","Prevents status problems in sunny weather.","Prevents status problems in sunny weather.","Prevents status problems in sunny weather.","Prevents status problems in sunny weather."
"The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items."
"Moves can be used regardless of abilities.","Cap. utilisables quelles que soient les cap. spé.","Moves can be used regardless of abilities.","Moves can be used regardless of abilities.","Moves can be used regardless of abilities.","Moves can be used regardless of abilities.","Moves can be used regardless of abilities."
"Heightens the critical-hit ratios of moves.","Augmente la fréquence des coups critiques.","Heightens the critical-hit ratios of moves.","Heightens the critical-hit ratios of moves.","Heightens the critical-hit ratios of moves.","Heightens the critical-hit ratios of moves.","Heightens the critical-hit ratios of moves."
"Damages the foe landing the finishing hit.","Blesse l'ennemi qui porte le coup de grâce.","Damages the foe landing the finishing hit.","Damages the foe landing the finishing hit.","Damages the foe landing the finishing hit.","Damages the foe landing the finishing hit.","Damages the foe landing the finishing hit."
"Senses the foe’s dangerous moves.","Prévoit les capacités ennemies dangereuses.","Senses the foe’s dangerous moves.","Senses the foe’s dangerous moves.","Senses the foe’s dangerous moves.","Senses the foe’s dangerous moves.","Senses the foe’s dangerous moves."
"Determines what moves the foe has.","Découvre la capacité ennemie la plus puissante.","Determines what moves the foe has.","Determines what moves the foe has.","Determines what moves the foe has.","Determines what moves the foe has.","Determines what moves the foe has."
"Ignores any change in ability by the foe.","Ignore les changements de stats de l'ennemi.","Ignores any change in ability by the foe.","Ignores any change in ability by the foe.","Ignores any change in ability by the foe.","Ignores any change in ability by the foe.","Ignores any change in ability by the foe."
"Powers up “not very effective” moves.","Améliore les capacités “pas très efficaces”.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves."
