en,fr,it,de,es,ko,kana
"It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food.","It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food."
"It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open.","It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open."
"It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey.","It slowly flies in a circular pat­ tern, all the while keeping a sharp lookout for prey."
"Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet.","Its outstanding vision allows it to spot splashing MAGIKARP, even while flying at 3300 feet."
"This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly.","This POKéMON's impressive vital­ ity allows it to live anywhere. It also multiplies very quickly."
"The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food.","The webs on its hind legs enable it to cross rivers. It search­ es wide areas for food."
"To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries.","To protect its territory, it flies around ceaselessly, making high- pitched cries."
"It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution.","It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution."
"It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole.","It flutters the tip of its tongue to seek out the scent of prey, then swallows the prey whole."
"To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth.","To intimidate foes, it spreads its chest wide and makes eerie sounds by expelling air from its mouth."
"When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks.","When it is anger­ ed, it immediately discharges the energy stored in the pouches in its cheeks."
"If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere.","If its electric pouches run empty, it raises its tail to gather electri­ city from the atmosphere."
"It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened.","It prefers dry, sandy places because it uses the sand to protect itself when threatened."
"Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above.","Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above."
"Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked.","Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked."
"It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body.","It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body."
"The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack.","The hard scales that cover its strong body serve as excellent protection from any attack."
"It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away.","It constantly moves its large ears in many directions in order to detect danger right away."
"It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker.","It is easily agitated and uses its horn for offense as soon as it notices an attacker."
"It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty.","It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty."
"Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon.","Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon."
"Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen.","Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen."
"As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur.","As its body grows larger, its six warm tails become more beautiful, with a more luxur­ ious coat of fur."
"It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers.","It is said to live a thousand years, and each of its tails is loaded with supernatural powers."
"It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep.","It rolls its cute eyes as it sings a soothing lullaby. Its gentle song puts anyone who hears it to sleep."
"The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it.","The rich, fluffy fur that covers its body feels so good that anyone who feels it can't stop touching it."
"During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves.","During the day, it gathers with others and hangs from the ceilings of old buildings and caves."
"When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.","When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood."
"During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight.","During the day, it stays in the cold underground to avoid the sun. It grows by bath­ ing in moonlight."
"The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.","The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint."
"By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow.","By shaking its big petals, it scat­ ters toxic pollen into the air, turning the air yellow."
"The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks.","The tochukaso growing on this POKéMON's back orders it to extract juice from tree trunks."
"When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg.","When nothing's left to extract from the bug, the mushrooms on its back leave spores on the bug's egg."
"The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls.","The small bugs it eats appear only at night, so it sleeps in a hole in a tree until night falls."
"The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand.","The scales it scatters will paralyze anyone who touches them, making that person unable to stand."
"It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright.","It digs under­ ground and chews on tree roots, sticking its head out only when the sun isn't bright."
"These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.","These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground."
"It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too.","It loves things that sparkle. When it sees a shiny object, the gold coin on its head shines too."
"Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim.","Behind its lithe, elegant appearance lies a barbaric side. It will tear apart its prey on a mere whim."
"The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake.","The only time it can use its psy­ chic power is when its sleeping brain cells happen to wake."
"It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond.","It swims grace­ fully along on the quiet, slow-moving rivers and lakes of which it is so fond."
"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness."
"It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world.","It will beat up anyone who makes it mad, even if it has to chase them until the end of the world."
"It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.","It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder."
