en,fr,it,de,es,ko,kana
"Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage.","Hard, pointed, and sharp claws rake the foe to inflict damage."
"Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe.","Huge, impressive pincers grip and squeeze the foe."
"A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits.","A vicious, tearing attack with pincers. The foe will faint instantly if this attack hits."
"A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio.","A two-turn attack. Blades of wind hit the foe on the second turn. It has a high critical-hit ratio."
"A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.","A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat."
"The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees.","The foe is cut with a scythe or a claw. It can also be used to cut down thin trees."
"A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage.","A gust of wind is whipped up by wings and launched at the foe to inflict damage."
"The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage.","The foe is struck with large, imposing wings spread wide to inflict damage."
"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
"The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town.","The user soars, then strikes on the second turn. It can also be used for flying to any familiar town."
"A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns.","A long body or tentacles are used to bind and squeeze the foe for two to five turns."
"The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage.","The foe is slammed with a long tail, vines, etc., to inflict damage."
"The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage.","The foe is struck with slender, whiplike vines to inflict damage."
"The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch.","The foe is stomped with a big foot. It may also make the target flinch."
"The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet.","The foe is quickly kicked twice in succession using both feet."
"The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power.","The foe is attacked by a kick launched with muscle-packed power."
"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself.","The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
"The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch.","The user lashes  out with a quick, spinning kick. It may also make the target flinch."
"Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy.","Sand is hurled in the foe’s face, reducing its accuracy."
"The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees.","The user attacks with its head. It may make the foe flinch. To find Pokémon, hit trees."
"The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage.","The foe is jabbed with a sharply pointed horn to inflict damage."
"The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row.","The foe is jabbed repeatedly with a horn or beak two to five times in a row."
"The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits.","The foe is stabbed with a horn rotating like a drill. The foe instantly faints if it hits."
"A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body.","A physical attack in which the user charges and slams into the foe with its whole body."
"The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed.","The user drops onto the foe with its full body weight. It may leave the foe paralyzed."
"A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns.","A long body or vines are used to wrap and squeeze the foe for two to five turns."
"A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little.","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little."
"The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however.","The user rampages and attacks for two to three turns. It then becomes confused, however."
"A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however.","A reckless, life- risking tackle. It also damages the user by a fairly large amount, however."
"The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered.","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered."
"The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target.","The foe is stabbed with a poisonous barb of some sort. It may also poison the target."
"The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target.","The foe is stabbed twice by a pair of stingers. It may also poison the target."
"Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row.","Sharp pins are shot at the foe in rapid succession. They hit two to five times in a row."
"The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced.","The foe is given an intimidating leer with sharp eyes. The target’s Defense stat is reduced."
"The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch.","The foe is bitten with viciously sharp fangs. It may make the target flinch."
"The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered.","The user growls in an endearing way, making the foe less wary. The target’s Attack stat is lowered."
"The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends.","The foe is scared off, to be replaced by another Pokémon in its party. In the wild, the battle ends."
"A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber.","A soothing lullaby is sung in a calming voice that puts the foe into a deep slumber."
"The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target.","The user generates odd sound waves from its body. It may confuse the target."
"The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage.","The foe is hit with a destructive shock wave that always inflicts 20 HP damage."
"For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used.","For several turns, this move prevents the foe from using the move it last used."
"The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat.","The foe is attacked with a spray of harsh acid. It may also lower the target’s Sp. Def stat."
"The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn.","The foe is attacked with small flames. The target may also be left with a burn."
"The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn.","The foe is scorched with an intense blast of fire. The target may also be left with a burn."
"The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.","The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns."
"The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water.","The foe is blasted with a forceful shot of water."
"The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure.","The foe is blasted by a huge volume of water launched under great pressure."
"It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water.","It swamps the entire battlefield with a giant wave. It can also be used for crossing water."
"The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid.","The foe is struck with an icy-cold beam of energy. It may also freeze the target solid."
"A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid.","A howling blizzard is summoned to strike the foe. It may also freeze the target solid."
"The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused.","The foe is attacked with a peculiar ray. It may also leave the target confused."
"A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat.","A spray of bubbles is forcefully ejected at the foe. It may also lower the target’s Speed stat."
"The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat.","The foe is hit with a rainbow-colored beam. It may also lower the target’s Attack stat."
"The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy.","The foe is attacked with a powerful beam. The user must rest on the next turn to regain its energy."
"The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn.","The foe is jabbed with a sharply pointed beak or horn."
"A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill.","A corkscrewing attack with the sharp beak acting as a drill."
"The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.","The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly."
"A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.","A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes."
"A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken.","A retaliation move that counters any physical attack, inflicting double the damage taken."
