en,fr,it,de,es,ko,kana
"Summons a sandstorm.","Lance une tempête de sable.","Summons a sandstorm.","Summons a sandstorm.","Summons a sandstorm.","Summons a sandstorm.","Summons a sandstorm."
"Raises foe’s PP usage.","Raises foe’s PP usage.","Raises foe’s PP usage.","Raises foe’s PP usage.","Raises foe’s PP usage.","Raises foe’s PP usage.","Raises foe’s PP usage."
"Heat-and-cold protection.","Contre chaleur et froid.","Heat-and-cold protection.","Heat-and-cold protection.","Heat-and-cold protection.","Heat-and-cold protection.","Heat-and-cold protection."
"Awakens quickly from sleep.","Se réveille rapidement.","Awakens quickly from sleep.","Awakens quickly from sleep.","Awakens quickly from sleep.","Awakens quickly from sleep.","Awakens quickly from sleep."
"Burns the foe on contact.","Brûle l'ennemi quand touché.","Burns the foe on contact.","Burns the foe on contact.","Burns the foe on contact.","Burns the foe on contact.","Burns the foe on contact."
"Makes escaping easier.","Améliore chances de fuite.","Makes escaping easier.","Makes escaping easier.","Makes escaping easier.","Makes escaping easier.","Makes escaping easier."
"Prevents loss of accuracy.","Empêche perte de précision.","Prevents loss of accuracy.","Prevents loss of accuracy.","Prevents loss of accuracy.","Prevents loss of accuracy.","Prevents loss of accuracy."
"Prevents ATTACK reduction.","Empêche réduction ATTAQUE.","Prevents ATTACK reduction.","Prevents ATTACK reduction.","Prevents ATTACK reduction.","Prevents ATTACK reduction.","Prevents ATTACK reduction."
"May pick up items.","May pick up items.","May pick up items.","May pick up items.","May pick up items.","May pick up items.","May pick up items."
"Moves only every two turns.","Frappe tous les 2 tours.","Moves only every two turns.","Moves only every two turns.","Moves only every two turns.","Moves only every two turns.","Moves only every two turns."
"Trades accuracy for power.","Trades accuracy for power.","Trades accuracy for power.","Trades accuracy for power.","Trades accuracy for power.","Trades accuracy for power.","Trades accuracy for power."
"Infatuates on contact.","Séduit quand touché.","Infatuates on contact.","Infatuates on contact.","Infatuates on contact.","Infatuates on contact.","Infatuates on contact."
"Powers up with MINUS.","Puissance + avec MINUS.","Powers up with MINUS.","Powers up with MINUS.","Powers up with MINUS.","Powers up with MINUS.","Powers up with MINUS."
"Powers up with PLUS.","Puissance + avec PLUS.","Powers up with PLUS.","Powers up with PLUS.","Powers up with PLUS.","Powers up with PLUS.","Powers up with PLUS."
"Changes with the weather.","Change selon le climat.","Changes with the weather.","Changes with the weather.","Changes with the weather.","Changes with the weather.","Changes with the weather."
"Prevents item theft.","Empêche le vol d'objets.","Prevents item theft.","Prevents item theft.","Prevents item theft.","Prevents item theft.","Prevents item theft."
"Heals the body by shedding.","Mue pour se soigner.","Heals the body by shedding.","Heals the body by shedding.","Heals the body by shedding.","Heals the body by shedding.","Heals the body by shedding."
"Ups ATTACK if suffering.","Augmente ATT. quand blessé.","Ups ATTACK if suffering.","Ups ATTACK if suffering.","Ups ATTACK if suffering.","Ups ATTACK if suffering.","Ups ATTACK if suffering."
"Ups DEFENSE if suffering.","Augmente DEF. quand blessé.","Ups DEFENSE if suffering.","Ups DEFENSE if suffering.","Ups DEFENSE if suffering.","Ups DEFENSE if suffering.","Ups DEFENSE if suffering."
"Draining causes injury.","Blesse quand drainé.","Draining causes injury.","Draining causes injury.","Draining causes injury.","Draining causes injury.","Draining causes injury."
"Ups GRASS moves in a pinch.","Augmente attaques PLANTE.","Ups GRASS moves in a pinch.","Ups GRASS moves in a pinch.","Ups GRASS moves in a pinch.","Ups GRASS moves in a pinch.","Ups GRASS moves in a pinch."
"Ups FIRE moves in a pinch.","Augmente attaques feu.","Ups FIRE moves in a pinch.","Ups FIRE moves in a pinch.","Ups FIRE moves in a pinch.","Ups FIRE moves in a pinch.","Ups FIRE moves in a pinch."
"Ups WATER moves in a pinch.","Augmente attaques EAU.","Ups WATER moves in a pinch.","Ups WATER moves in a pinch.","Ups WATER moves in a pinch.","Ups WATER moves in a pinch.","Ups WATER moves in a pinch."
"Ups BUG moves in a pinch.","Augmente attaques INSECT.","Ups BUG moves in a pinch.","Ups BUG moves in a pinch.","Ups BUG moves in a pinch.","Ups BUG moves in a pinch.","Ups BUG moves in a pinch."
"Prevents recoil damage.","Empêche dégâts du recul.","Prevents recoil damage.","Prevents recoil damage.","Prevents recoil damage.","Prevents recoil damage.","Prevents recoil damage."
"Summons sunlight in battle.","Invoque le soleil.","Summons sunlight in battle.","Summons sunlight in battle.","Summons sunlight in battle.","Summons sunlight in battle.","Summons sunlight in battle."
"Prevents fleeing.","Empêche la fuite.","Prevents fleeing.","Prevents fleeing.","Prevents fleeing.","Prevents fleeing.","Prevents fleeing."
"Prevents sleep.","Empêche le sommeil.","Prevents sleep.","Prevents sleep.","Prevents sleep.","Prevents sleep.","Prevents sleep."
"Prevents ability reduction.","Empêche réduction des cap.","Prevents ability reduction.","Prevents ability reduction.","Prevents ability reduction.","Prevents ability reduction.","Prevents ability reduction."
"Raises ATTACK.","Augmente l'ATTAQUE.","Raises ATTACK.","Raises ATTACK.","Raises ATTACK.","Raises ATTACK.","Raises ATTACK."
"Blocks critical hits.","Bloque les coups critiques.","Blocks critical hits.","Blocks critical hits.","Blocks critical hits.","Blocks critical hits.","Blocks critical hits."
"Negates weather effects.","Ignore les effets du climat.","Negates weather effects.","Negates weather effects.","Negates weather effects.","Negates weather effects.","Negates weather effects."
