en,fr,it,de,es,ko,kana
"A one-hit KO, pincer attack.","A one-hit KO, pincer attack.","A one-hit KO, pincer attack.","A one-hit KO, pincer attack.","A one-hit KO, pincer attack.","A one-hit KO, pincer attack.","A one-hit KO, pincer attack."
"1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack"
"A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK.","A dance that in­ creases ATTACK."
"Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc.","Cuts using claws, scythes, etc."
"Whips up a strong gust of wind.","Whips up a strong gust of wind.","Whips up a strong gust of wind.","Whips up a strong gust of wind.","Whips up a strong gust of wind.","Whips up a strong gust of wind.","Whips up a strong gust of wind."
"Strikes the target with wings.","Strikes the target with wings.","Strikes the target with wings.","Strikes the target with wings.","Strikes the target with wings.","Strikes the target with wings.","Strikes the target with wings."
"Blows away the foe & ends battle.","Blows away the foe & ends battle.","Blows away the foe & ends battle.","Blows away the foe & ends battle.","Blows away the foe & ends battle.","Blows away the foe & ends battle.","Blows away the foe & ends battle."
"1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack","1st turn: Fly 2nd turn: Attack"
"Binds the target for 2-5 turns.","Binds the target for 2-5 turns.","Binds the target for 2-5 turns.","Binds the target for 2-5 turns.","Binds the target for 2-5 turns.","Binds the target for 2-5 turns.","Binds the target for 2-5 turns."
"Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc.","Slams the foe with a tail, vine, etc."
"Whips the foe with slender vines.","Whips the foe with slender vines.","Whips the foe with slender vines.","Whips the foe with slender vines.","Whips the foe with slender vines.","Whips the foe with slender vines.","Whips the foe with slender vines."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"A double kicking attack.","A double kicking attack.","A double kicking attack.","A double kicking attack.","A double kicking attack.","A double kicking attack.","A double kicking attack."
"A powerful kicking attack.","A powerful kicking attack.","A powerful kicking attack.","A powerful kicking attack.","A powerful kicking attack.","A powerful kicking attack.","A powerful kicking attack."
"May miss, damaging the user.","May miss, damaging the user.","May miss, damaging the user.","May miss, damaging the user.","May miss, damaging the user.","May miss, damaging the user.","May miss, damaging the user."
"A fast, spinning kick.","A fast, spinning kick.","A fast, spinning kick.","A fast, spinning kick.","A fast, spinning kick.","A fast, spinning kick.","A fast, spinning kick."
"Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand.","Reduces accuracy by throwing sand."
"An attack that may make foe flinch.","An attack that may make foe flinch.","An attack that may make foe flinch.","An attack that may make foe flinch.","An attack that may make foe flinch.","An attack that may make foe flinch.","An attack that may make foe flinch."
"An attack using a horn to jab.","An attack using a horn to jab.","An attack using a horn to jab.","An attack using a horn to jab.","An attack using a horn to jab.","An attack using a horn to jab.","An attack using a horn to jab."
"Jabs the target 2-5 times.","Jabs the target 2-5 times.","Jabs the target 2-5 times.","Jabs the target 2-5 times.","Jabs the target 2-5 times.","Jabs the target 2-5 times.","Jabs the target 2-5 times."
"A one-hit KO, drill attack.","A one-hit KO, drill attack.","A one-hit KO, drill attack.","A one-hit KO, drill attack.","A one-hit KO, drill attack.","A one-hit KO, drill attack.","A one-hit KO, drill attack."
"A full-body charge attack.","A full-body charge attack.","A full-body charge attack.","A full-body charge attack.","A full-body charge attack.","A full-body charge attack.","A full-body charge attack."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns.","Squeezes the foe for 2-5 turns."
"A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user."
"Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user."
"A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user.","A tackle that also hurts the user."
"Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE.","Lowers the foe's DEFENSE."
"An attack that may poison the target.","An attack that may poison the target.","An attack that may poison the target.","An attack that may poison the target.","An attack that may poison the target.","An attack that may poison the target.","An attack that may poison the target."
"Jabs the foe twice using stingers.","Jabs the foe twice using stingers.","Jabs the foe twice using stingers.","Jabs the foe twice using stingers.","Jabs the foe twice using stingers.","Jabs the foe twice using stingers.","Jabs the foe twice using stingers."
"Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times.","Fires pins that strike 2-5 times."
"Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE.","Reduces the foe's DEFENSE."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"Reduces the foe's ATTACK.","Reduces the foe's ATTACK.","Reduces the foe's ATTACK.","Reduces the foe's ATTACK.","Reduces the foe's ATTACK.","Reduces the foe's ATTACK.","Reduces the foe's ATTACK."
"Scares wild foes to end battle.","Scares wild foes to end battle.","Scares wild foes to end battle.","Scares wild foes to end battle.","Scares wild foes to end battle.","Scares wild foes to end battle.","Scares wild foes to end battle."
"May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep."
"Sound waves that cause confusion.","Sound waves that cause confusion.","Sound waves that cause confusion.","Sound waves that cause confusion.","Sound waves that cause confusion.","Sound waves that cause confusion.","Sound waves that cause confusion."
"Always inflicts 20HP damage.","Always inflicts 20HP damage.","Always inflicts 20HP damage.","Always inflicts 20HP damage.","Always inflicts 20HP damage.","Always inflicts 20HP damage.","Always inflicts 20HP damage."
"Disables the foe's most recent move.","Disables the foe's most recent move.","Disables the foe's most recent move.","Disables the foe's most recent move.","Disables the foe's most recent move.","Disables the foe's most recent move.","Disables the foe's most recent move."
"An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE.","An attack that may lower DEFENSE."
"An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn."
"An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn.","An attack that may inflict a burn."
"Prevents stat reduction.","Prevents stat reduction.","Prevents stat reduction.","Prevents stat reduction.","Prevents stat reduction.","Prevents stat reduction.","Prevents stat reduction."
"Squirts water to attack.","Squirts water to attack.","Squirts water to attack.","Squirts water to attack.","Squirts water to attack.","Squirts water to attack.","Squirts water to attack."
"A powerful water- type attack.","A powerful water- type attack.","A powerful water- type attack.","A powerful water- type attack.","A powerful water- type attack.","A powerful water- type attack.","A powerful water- type attack."
"A strong water- type attack.","A strong water- type attack.","A strong water- type attack.","A strong water- type attack.","A strong water- type attack.","A strong water- type attack.","A strong water- type attack."
"An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe."
"An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe.","An attack that may freeze the foe."
"An attack that may confuse the foe.","An attack that may confuse the foe.","An attack that may confuse the foe.","An attack that may confuse the foe.","An attack that may confuse the foe.","An attack that may confuse the foe.","An attack that may confuse the foe."
"An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED."
"An attack that may lower ATTACK.","An attack that may lower ATTACK.","An attack that may lower ATTACK.","An attack that may lower ATTACK.","An attack that may lower ATTACK.","An attack that may lower ATTACK.","An attack that may lower ATTACK."
"1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest","1st turn: Attack 2nd turn: Rest"
"Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc.","Jabs the foe with a beak, etc."
"A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack.","A strong, spin­ ning-peck attack."
"An attack that al­ so hurts the user.","An attack that al­ so hurts the user.","An attack that al­ so hurts the user.","An attack that al­ so hurts the user.","An attack that al­ so hurts the user.","An attack that al­ so hurts the user.","An attack that al­ so hurts the user."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"Returns a physical blow double.","Returns a physical blow double.","Returns a physical blow double.","Returns a physical blow double.","Returns a physical blow double.","Returns a physical blow double.","Returns a physical blow double."
"The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP."
"A powerful physi­ cal attack.","A powerful physi­ cal attack.","A powerful physi­ cal attack.","A powerful physi­ cal attack.","A powerful physi­ cal attack.","A powerful physi­ cal attack.","A powerful physi­ cal attack."
"Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted."
"Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted.","Steals 1/2 of the damage inflicted."
"Steals HP from the foe on every turn.","Steals HP from the foe on every turn.","Steals HP from the foe on every turn.","Steals HP from the foe on every turn.","Steals HP from the foe on every turn.","Steals HP from the foe on every turn.","Steals HP from the foe on every turn."
"Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating.","Raises the SPCL. ATK rating."
"Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio.","Has a high criti­ cal hit ratio."
"1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack"
"A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe."
"A move that may paralyze the foe.","A move that may paralyze the foe.","A move that may paralyze the foe.","A move that may paralyze the foe.","A move that may paralyze the foe.","A move that may paralyze the foe.","A move that may paralyze the foe."
"May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep.","May cause the foe to fall asleep."
"Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user.","Works 2-3 turns and confuses user."
"A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED.","A move that lowers the foe's SPEED."
"Always inflicts 40HP damage.","Always inflicts 40HP damage.","Always inflicts 40HP damage.","Always inflicts 40HP damage.","Always inflicts 40HP damage.","Always inflicts 40HP damage.","Always inflicts 40HP damage."
"Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns.","Traps foe in fire for 2-5 turns."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"Drops rocks on the enemy.","Drops rocks on the enemy.","Drops rocks on the enemy.","Drops rocks on the enemy.","Drops rocks on the enemy.","Drops rocks on the enemy.","Drops rocks on the enemy."
"Tough but useless vs. flying foes.","Tough but useless vs. flying foes.","Tough but useless vs. flying foes.","Tough but useless vs. flying foes.","Tough but useless vs. flying foes.","Tough but useless vs. flying foes.","Tough but useless vs. flying foes."
"A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack.","A ground-type, one-hit KO attack."
"1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack","1st turn: Burrow 2nd turn: Attack"
"A poison move with increasing damage.","A poison move with increasing damage.","A poison move with increasing damage.","A poison move with increasing damage.","A poison move with increasing damage.","A poison move with increasing damage.","A poison move with increasing damage."
"An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion.","An attack that may cause confusion."
"An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF.","An attack that may lower SPCL.DEF."
"May put the foe to sleep.","May put the foe to sleep.","May put the foe to sleep.","May put the foe to sleep.","May put the foe to sleep.","May put the foe to sleep.","May put the foe to sleep."
"Raises the user's ATTACK.","Raises the user's ATTACK.","Raises the user's ATTACK.","Raises the user's ATTACK.","Raises the user's ATTACK.","Raises the user's ATTACK.","Raises the user's ATTACK."
"Sharply increases the user's SPEED.","Sharply increases the user's SPEED.","Sharply increases the user's SPEED.","Sharply increases the user's SPEED.","Sharply increases the user's SPEED.","Sharply increases the user's SPEED.","Sharply increases the user's SPEED."
"Lets the user get in the first hit.","Lets the user get in the first hit.","Lets the user get in the first hit.","Lets the user get in the first hit.","Lets the user get in the first hit.","Lets the user get in the first hit.","Lets the user get in the first hit."
"Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit.","Raises ATTACK if the user is hit."
"A move for fleeing from battle.","A move for fleeing from battle.","A move for fleeing from battle.","A move for fleeing from battle.","A move for fleeing from battle.","A move for fleeing from battle.","A move for fleeing from battle."
"The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP.","The user's level equals damage HP."
"Copies a move used by the foe.","Copies a move used by the foe.","Copies a move used by the foe.","Copies a move used by the foe.","Copies a move used by the foe.","Copies a move used by the foe.","Copies a move used by the foe."
"Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE.","Sharply reduces the foe's DEFENSE."
"Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness."
"Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP.","Restores HP by 1/2 the max HP."
"Raises the user's DEFENSE.","Raises the user's DEFENSE.","Raises the user's DEFENSE.","Raises the user's DEFENSE.","Raises the user's DEFENSE.","Raises the user's DEFENSE.","Raises the user's DEFENSE."
"Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness.","Heightens evasive­ ness."
"Lowers the foe's accuracy.","Lowers the foe's accuracy.","Lowers the foe's accuracy.","Lowers the foe's accuracy.","Lowers the foe's accuracy.","Lowers the foe's accuracy.","Lowers the foe's accuracy."
"A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion.","A move that causes confusion."
"Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE."
"Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE.","Heightens the user's DEFENSE."
"Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE.","Sharply increases user's DEFENSE."
"Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light.","Ups SPCL.DEF with a wall of light."
"Eliminates all stat changes.","Eliminates all stat changes.","Eliminates all stat changes.","Eliminates all stat changes.","Eliminates all stat changes.","Eliminates all stat changes.","Eliminates all stat changes."
"Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier.","Raises DEFENSE with a barrier."
"Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio.","Raises the criti­ cal hit ratio."
"Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double.","Waits 2-3 turns & hits back double."
"Randomly uses any POKéMON move.","Randomly uses any POKéMON move.","Randomly uses any POKéMON move.","Randomly uses any POKéMON move.","Randomly uses any POKéMON move.","Randomly uses any POKéMON move.","Randomly uses any POKéMON move."
"Counters with the same move.","Counters with the same move.","Counters with the same move.","Counters with the same move.","Counters with the same move.","Counters with the same move.","Counters with the same move."
"Powerful but makes the user faint.","Powerful but makes the user faint.","Powerful but makes the user faint.","Powerful but makes the user faint.","Powerful but makes the user faint.","Powerful but makes the user faint.","Powerful but makes the user faint."
"Eggs are hurled at the foe.","Eggs are hurled at the foe.","Eggs are hurled at the foe.","Eggs are hurled at the foe.","Eggs are hurled at the foe.","Eggs are hurled at the foe.","Eggs are hurled at the foe."
"An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis.","An attack that may cause paralysis."
"An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe."
"An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe.","An attack that may poison the foe."
"An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching.","An attack that may cause flinching."
"An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn.","An attack that may cause a burn."
"An aquatic charge attack.","An aquatic charge attack.","An aquatic charge attack.","An aquatic charge attack.","An aquatic charge attack.","An aquatic charge attack.","An aquatic charge attack."
"Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns.","Traps the foe for 2-5 turns."
"An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses.","An attack that never misses."
"1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack","1st turn: Prepare 2nd turn: Attack"
"Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times.","Fires spikes to hit 2-5 times."
"An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED.","An attack that may lower SPEED."
"Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF.","Sharply raises the user's SPCL.DEF."
"Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy.","Reduces the foe's accuracy."
"Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP.","Restores HP by 1/2 the user's max HP."
"May miss and hurt the user.","May miss and hurt the user.","May miss and hurt the user.","May miss and hurt the user.","May miss and hurt the user.","May miss and hurt the user.","May miss and hurt the user."
"A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis.","A move that may cause paralysis."
"Steals HP from a sleeping victim.","Steals HP from a sleeping victim.","Steals HP from a sleeping victim.","Steals HP from a sleeping victim.","Steals HP from a sleeping victim.","Steals HP from a sleeping victim.","Steals HP from a sleeping victim."
"A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe.","A move that may poison the foe."
