en,fr,it,de,es,ko,kana
Golbat,Nosferalto,Golbat,Golbat,Golbat,골뱃,ゴルバット
Oddish,Mystherbe,Oddish,Myrapla,Oddish,뚜벅쵸,ナゾノクサ
Gloom,Ortide,Gloom,Duflor,Gloom,냄새꼬,クサイハナ
Vileplume,Rafflesia,Vileplume,Giflor,Vileplume,라플레시아,ラフレシア
Paras,Paras,Paras,Paras,Paras,파라스,パラス
Parasect,Parasect,Parasect,Parasek,Parasect,파라섹트,パラセクト
Venonat,Mimitoss,Venonat,Bluzuk,Venonat,콘팡,コンパン
Venomoth,Aéromite,Venomoth,Omot,Venomoth,도나리,モルフォン
Diglett,Taupiqueur,Diglett,Digda,Diglett,디그다,ディグダ
Dugtrio,Triopikeur,Dugtrio,Digdri,Dugtrio,닥트리오,ダグトリオ
Meowth,Miaouss,Meowth,Mauzi,Meowth,나옹,ニャース
Persian,Persian,Persian,Snobilikat,Persian,페르시온,ペルシアン
Psyduck,Psykokwak,Psyduck,Enton,Psyduck,고라파덕,コダック
Golduck,Akwakwak,Golduck,Entoron,Golduck,골덕,ゴルダック
Mankey,Férosinge,Mankey,Menki,Mankey,망키,マンキー
Primeape,Colossinge,Primeape,Rasaff,Primeape,성원숭,オコリザル
Growlithe,Caninos,Growlithe,Fukano,Growlithe,가디,ガーディ
Arcanine,Arcanin,Arcanine,Arkani,Arcanine,윈디,ウインディ
Poliwag,Ptitard,Poliwag,Quapsel,Poliwag,발챙이,ニョロモ
Poliwhirl,Têtarte,Poliwhirl,Quaputzi,Poliwhirl,슈륙챙이,ニョロゾ
Poliwrath,Tartard,Poliwrath,Quappo,Poliwrath,강챙이,ニョロボン
Abra,Abra,Abra,Abra,Abra,캐이시,ケーシィ
Kadabra,Kadabra,Kadabra,Kadabra,Kadabra,윤겔라,ユンゲラー
Alakazam,Alakazam,Alakazam,Simsala,Alakazam,후딘,フーディン
Machop,Machoc,Machop,Machollo,Machop,알통몬,ワンリキー
Machoke,Machopeur,Machoke,Maschock,Machoke,근육몬,ゴーリキー
Machamp,Mackogneur,Machamp,Machomei,Machamp,괴력몬,カイリキー
Bellsprout,Chétiflor,Bellsprout,Knofensa,Bellsprout,모다피,マダツボミ
Weepinbell,Boustiflor,Weepinbell,Ultrigaria,Weepinbell,우츠동,ウツドン
Victreebel,Empiflor,Victreebel,Sarzenia,Victreebel,우츠보트,ウツボット
Tentacool,Tentacool,Tentacool,Tentacha,Tentacool,왕눈해,メノクラゲ
Tentacruel,Tentacruel,Tentacruel,Tentoxa,Tentacruel,독파리,ドククラゲ
Geodude,Racaillou,Geodude,Kleinstein,Geodude,꼬마돌,イシツブテ
Graveler,Gravalanch,Graveler,Georok,Graveler,데구리,ゴローン
Golem,Grolem,Golem,Geowaz,Golem,딱구리,ゴローニャ
Ponyta,Ponyta,Ponyta,Ponita,Ponyta,포니타,ポニータ
Rapidash,Galopa,Rapidash,Gallopa,Rapidash,날쌩마,ギャロップ
Slowpoke,Ramoloss,Slowpoke,Flegmon,Slowpoke,야돈,ヤドン
Slowbro,Flagadoss,Slowbro,Lahmus,Slowbro,야도란,ヤドラン
Magnemite,Magnéti,Magnemite,Magnetilo,Magnemite,코일,コイル
Magneton,Magnéton,Magneton,Magneton,Magneton,레어코일,レアコイル
Farfetch’d,Canarticho,Farfetch’d,Porenta,Farfetch’d,파오리,カモネギ
Doduo,Doduo,Doduo,Dodu,Doduo,두두,ドードー
Dodrio,Dodrio,Dodrio,Dodri,Dodrio,두트리오,ドードリオ
Seel,Otaria,Seel,Jurob,Seel,쥬쥬,パウワウ
Dewgong,Lamantine,Dewgong,Jugong,Dewgong,쥬레곤,ジュゴン
Grimer,Tadmorv,Grimer,Sleima,Grimer,질퍽이,ベトベター
Muk,Grotadmorv,Muk,Sleimok,Muk,질뻐기,ベトベトン
Shellder,Kokiyas,Shellder,Muschas,Shellder,셀러,シェルダー
Cloyster,Crustabri,Cloyster,Austos,Cloyster,파르셀,パルシェン
Gastly,Fantominus,Gastly,Nebulak,Gastly,고오스,ゴース
Haunter,Spectrum,Haunter,Alpollo,Haunter,고우스트,ゴースト
Gengar,Ectoplasma,Gengar,Gengar,Gengar,팬텀,ゲンガー
Onix,Onix,Onix,Onix,Onix,롱스톤,イワーク
Drowzee,Soporifik,Drowzee,Traumato,Drowzee,슬리프,スリープ
Hypno,Hypnomade,Hypno,Hypno,Hypno,슬리퍼,スリーパー
Krabby,Krabby,Krabby,Krabby,Krabby,크랩,クラブ
Kingler,Krabboss,Kingler,Kingler,Kingler,킹크랩,キングラー
Voltorb,Voltorbe,Voltorb,Voltobal,Voltorb,찌리리공,ビリリダマ
Electrode,Électrode,Electrode,Lektrobal,Electrode,붐볼,マルマイン
Exeggcute,Noeunoeuf,Exeggcute,Owei,Exeggcute,아라리,タマタマ
Exeggutor,Noadkoko,Exeggutor,Kokowei,Exeggutor,나시,ナッシー
Cubone,Osselait,Cubone,Tragosso,Cubone,탕구리,カラカラ
Marowak,Ossatueur,Marowak,Knogga,Marowak,텅구리,ガラガラ
Hitmonlee,Kicklee,Hitmonlee,Kicklee,Hitmonlee,시라소몬,サワムラー
Hitmonchan,Tygnon,Hitmonchan,Nockchan,Hitmonchan,홍수몬,エビワラー
Lickitung,Excelangue,Lickitung,Schlurp,Lickitung,내루미,ベロリンガ
Koffing,Smogo,Koffing,Smogon,Koffing,또가스,ドガース
Weezing,Smogogo,Weezing,Smogmog,Weezing,또도가스,マタドガス
Rhyhorn,Rhinocorne,Rhyhorn,Rihorn,Rhyhorn,뿔카노,サイホーン
Rhydon,Rhinoféros,Rhydon,Rizeros,Rhydon,코뿌리,サイドン
Chansey,Leveinard,Chansey,Chaneira,Chansey,럭키,ラッキー
Tangela,Saquedeneu,Tangela,Tangela,Tangela,덩쿠리,モンジャラ
Kangaskhan,Kangourex,Kangaskhan,Kangama,Kangaskhan,캥카,ガルーラ
Horsea,Hypotrempe,Horsea,Seeper,Horsea,쏘드라,タッツー
Seadra,Hypocéan,Seadra,Seemon,Seadra,시드라,シードラ
Goldeen,Poissirène,Goldeen,Goldini,Goldeen,콘치,トサキント
Seaking,Poissoroy,Seaking,Golking,Seaking,왕콘치,アズマオウ
Staryu,Stari,Staryu,Sterndu,Staryu,별가사리,ヒトデマン
Starmie,Staross,Starmie,Starmie,Starmie,아쿠스타,スターミー
Mr. Mime,M. Mime,Mr. Mime,Pantimos,Mr. Mime,마임맨,バリヤード
Scyther,Insécateur,Scyther,Sichlor,Scyther,스라크,ストライク
Jynx,Lippoutou,Jynx,Rossana,Jynx,루주라,ルージュラ
Electabuzz,Élektek,Electabuzz,Elektek,Electabuzz,에레브,エレブー
Magmar,Magmar,Magmar,Magmar,Magmar,마그마,ブーバー
Pinsir,Scarabrute,Pinsir,Pinsir,Pinsir,쁘사이저,カイロス
Tauros,Tauros,Tauros,Tauros,Tauros,켄타로스,パルデアのケンタロス
Magikarp,Magicarpe,Magikarp,Karpador,Magikarp,잉어킹,コイキング
Gyarados,Léviator,Gyarados,Garados,Gyarados,갸라도스,ギャラドス
Lapras,Lokhlass,Lapras,Lapras,Lapras,라프라스,ラプラス
Ditto,Métamorph,Ditto,Ditto,Ditto,메타몽,メタモン
Eevee,Évoli,Eevee,Evoli,Eevee,이브이,イーブイ
Vaporeon,Aquali,Vaporeon,Aquana,Vaporeon,샤미드,シャワーズ
Jolteon,Voltali,Jolteon,Blitza,Jolteon,쥬피썬더,サンダース
Flareon,Pyroli,Flareon,Flamara,Flareon,부스터,ブースター
Porygon,Porygon,Porygon,Porygon,Porygon,폴리곤,ポリゴン
Omanyte,Amonita,Omanyte,Amonitas,Omanyte,암나이트,オムナイト
Omastar,Amonistar,Omastar,Amoroso,Omastar,암스타,オムスター
Kabuto,Kabuto,Kabuto,Kabuto,Kabuto,투구,カブト
Kabutops,Kabutops,Kabutops,Kabutops,Kabutops,투구푸스,カブトプス
Aerodactyl,Ptéra,Aerodactyl,Aerodactyl,Aerodactyl,프테라,プテラ
Snorlax,Ronflex,Snorlax,Relaxo,Snorlax,잠만보,カビゴン
Articuno,Artikodin,Articuno,Arktos,Articuno,프리져,フリーザー
Zapdos,Électhor,Zapdos,Zapdos,Zapdos,썬더,サンダー
Moltres,Sulfura,Moltres,Lavados,Moltres,파이어,ファイヤー
Dratini,Minidraco,Dratini,Dratini,Dratini,미뇽,ミニリュウ
Dragonair,Draco,Dragonair,Dragonir,Dragonair,신뇽,ハクリュー
Dragonite,Dracolosse,Dragonite,Dragoran,Dragonite,망나뇽,カイリュー
Mewtwo,Mewtwo,Mewtwo,Mewtu,Mewtwo,뮤츠,ミュウツー
Mew,Mew,Mew,Mew,Mew,뮤,ミュウ
Chikorita,Germignon,Chikorita,Endivie,Chikorita,치코리타,チコリータ
Bayleef,Macronium,Bayleef,Lorblatt,Bayleef,베이리프,ベイリーフ
Meganium,Méganium,Meganium,Meganie,Meganium,메가니움,メガニウム
Cyndaquil,Héricendre,Cyndaquil,Feurigel,Cyndaquil,브케인,ヒノアラシ
Quilava,Feurisson,Quilava,Igelavar,Quilava,마그케인,マグマラシ
Typhlosion,Typhlosion,Typhlosion,Tornupto,Typhlosion,블레이범,バクフーン
Totodile,Kaiminus,Totodile,Karnimani,Totodile,리아코,ワニノコ
Croconaw,Crocrodil,Croconaw,Tyracroc,Croconaw,엘리게이,アリゲイツ
Feraligatr,Aligatueur,Feraligatr,Impergator,Feraligatr,장크로다일,オーダイル
Sentret,Fouinette,Sentret,Wiesor,Sentret,꼬리선,オタチ
Furret,Fouinar,Furret,Wiesenior,Furret,다꼬리,オオタチ
Hoothoot,Hoothoot,Hoothoot,Hoothoot,Hoothoot,부우부,ホーホー
Noctowl,Noarfang,Noctowl,Noctuh,Noctowl,야부엉,ヨルノズク
Ledyba,Coxy,Ledyba,Ledyba,Ledyba,레디바,レディバ
Ledian,Coxyclaque,Ledian,Ledian,Ledian,레디안,レディアン
Spinarak,Mimigal,Spinarak,Webarak,Spinarak,페이검,イトマル
Ariados,Migalos,Ariados,Ariados,Ariados,아리아도스,アリアドス
Crobat,Nostenfer,Crobat,Iksbat,Crobat,크로뱃,クロバット
Chinchou,Loupio,Chinchou,Lampi,Chinchou,초라기,チョンチー
Lanturn,Lanturn,Lanturn,Lanturn,Lanturn,랜턴,ランターン
Pichu,Pichu,Pichu,Pichu,Pichu,피츄,ピチュー
Cleffa,Mélo,Cleffa,Pii,Cleffa,삐,ピィ
Igglybuff,Toudoudou,Igglybuff,Fluffeluff,Igglybuff,푸푸린,ププリン
Togepi,Togepi,Togepi,Togepi,Togepi,토게피,トゲピー
Togetic,Togetic,Togetic,Togetic,Togetic,토게틱,トゲチック
Natu,Natu,Natu,Natu,Natu,네이티,ネイティ
Xatu,Xatu,Xatu,Xatu,Xatu,네이티오,ネイティオ
Mareep,Wattouat,Mareep,Voltilamm,Mareep,메리프,メリープ
Flaaffy,Lainergie,Flaaffy,Waaty,Flaaffy,보송송,モココ
Ampharos,Pharamp,Ampharos,Ampharos,Ampharos,전룡,デンリュウ
Bellossom,Joliflor,Bellossom,Blubella,Bellossom,아르코,キレイハナ
Marill,Marill,Marill,Marill,Marill,마릴,マリル
Azumarill,Azumarill,Azumarill,Azumarill,Azumarill,마릴리,マリルリ
Sudowoodo,Simularbre,Sudowoodo,Mogelbaum,Sudowoodo,꼬지모,ウソッキー
Politoed,Tarpaud,Politoed,Quaxo,Politoed,왕구리,ニョロトノ
Hoppip,Granivol,Hoppip,Hoppspross,Hoppip,통통코,ハネッコ
Skiploom,Floravol,Skiploom,Hubelupf,Skiploom,두코,ポポッコ
Jumpluff,Cotovol,Jumpluff,Papungha,Jumpluff,솜솜코,ワタッコ
Aipom,Capumain,Aipom,Griffel,Aipom,에이팜,エイパム
Sunkern,Tournegrin,Sunkern,Sonnkern,Sunkern,해너츠,ヒマナッツ
Sunflora,Héliatronc,Sunflora,Sonnflora,Sunflora,해루미,キマワリ
Yanma,Yanma,Yanma,Yanma,Yanma,왕자리,ヤンヤンマ
Wooper,Axoloto,Wooper,Felino,Wooper,우파,ウパー
Quagsire,Maraiste,Quagsire,Morlord,Quagsire,누오,ヌオー
Espeon,Mentali,Espeon,Psiana,Espeon,에브이,エーフィ
Umbreon,Noctali,Umbreon,Nachtara,Umbreon,블래키,ブラッキー
Murkrow,Cornèbre,Murkrow,Kramurx,Murkrow,니로우,ヤミカラス
Slowking,Roigada,Slowking,Laschoking,Slowking,야도킹,ヤドキング
Misdreavus,Feuforêve,Misdreavus,Traunfugil,Misdreavus,무우마,ムウマ
Unown A,Zarbi A,Unown A,Icognito A,Unown A,안농 A,アンノーン A
Unown B,Zarbi B,Unown B,Icognito B,Unown B,안농 B,アンノーン B
Unown C,Zarbi C,Unown C,Icognito C,Unown C,안농 C,アンノーン C
Unown D,Zarbi D,Unown D,Icognito D,Unown D,안농 D,アンノーン D
Unown E,Zarbi E,Unown E,Icognito E,Unown E,안농 E,アンノーン E
Unown F,Zarbi F,Unown F,Icognito F,Unow Fn,안농 F,アンノーン F
Unown G,Zarbi G,Unown G,Icognito G,Unown G,안농 G,アンノーン G
Unown H,Zarbi H,Unown H,Icognito H,Unown H,안농 H,アンノーン H
Unown I,Zarbi I,Unown I,Icognito I,Unown I,안농 I,アンノーン I
Unown J,Zarbi J,Unown J,Icognito J,Unown J,안농 J,アンノーン J
Unown K,Zarbi K,Unown K,Icognito K,Unown K,안농 K,アンノーン K
Unown L,Zarbi L,Unown L,Icognito L,Unown L,안농 L,アンノーン L
Unown M,Zarbi M,Unown M,Icognito M,Unown M,안농 M,アンノーン M
Unown N,Zarbi N,Unown N,Icognito N,Unown N,안농 N,アンノーン N
Unown O,Zarbi O,Unown O,Icognito O,Unown O,안농 O,アンノーン O
Unown P,Zarbi P,Unown P,Icognito P,Unown P,안농 P,アンノーン P
Unown Q,Zarbi Q,Unown Q,Icognito Q,Unown Q,안농 Q,アンノーン Q
Unown R,Zarbi R,Unown R,Icognito R,Unown R,안농 R,アンノーン R
Unown S,Zarbi S,Unown S,Icognito S,Unown S,안농 S,アンノーン S
Unown T,Zarbi T,Unown T,Icognito T,Unown T,안농 T,アンノーン T
Unown U,Zarbi U,Unown U,Icognito U,Unown U,안농 U,アンノーン U
Unown V,Zarbi V,Unown V,Icognito V,Unown V,안농 V,アンノーン V
Unown W,Zarbi W,Unown W,Icognito W,Unown W,안농 W,アンノーン W
Unown X,Zarbi X,Unown X,Icognito X,Unown X,안농 X,アンノーン X
Unown Y,Zarbi Y,Unown Y,Icognito Y,Unown Y,안농 Y,アンノーン Y
Unown Z,Zarbi Z,Unown Z,Icognito Z,Unown Z,안농 Z,アンノーン Z
Unown ?,Zarbi ?,Unown ?,Icognito ?,Unown ?,안농 ?,アンノーン ?
Unown !,Zarbi !,Unown !,Icognito !,Unown !,안농 !,アンノーン !
Wobbuffet,Qulbutoké,Wobbuffet,Woingenau,Wobbuffet,마자용,ソーナンス
Girafarig,Girafarig,Girafarig,Girafarig,Girafarig,키링키,キリンリキ
Pineco,Pomdepik,Pineco,Tannza,Pineco,피콘,クヌギダマ
Forretress,Foretress,Forretress,Forstellka,Forretress,쏘콘,フォレトス
Dunsparce,Insolourdo,Dunsparce,Dummisel,Dunsparce,노고치,ノコッチ
Gligar,Scorplane,Gligar,Skorgla,Gligar,글라이거,グライガー
Steelix,Steelix,Steelix,Stahlos,Steelix,강철톤,ハガネール
Snubbull,Snubbull,Snubbull,Snubbull,Snubbull,블루,ブルー
Granbull,Granbull,Granbull,Granbull,Granbull,그랑블루,グランブル
Qwilfish,Qwilfish,Qwilfish,Baldorfish,Qwilfish,침바루,ハリーセン
Scizor,Cizayox,Scizor,Scherox,Scizor,핫삼,ハッサム
Shuckle,Caratroc,Shuckle,Pottrott,Shuckle,단단지,ツボツボ
Heracross,Scarhino,Heracross,Skaraborn,Heracross,헤라크로스,ヘラクロス
Sneasel,Farfuret,Sneasel,Sniebel,Sneasel,포푸니,ニューラ
Teddiursa,Teddiursa,Teddiursa,Teddiursa,Teddiursa,깜지곰,ヒメグマ
Ursaring,Ursaring,Ursaring,Ursaring,Ursaring,링곰,リングマ
Slugma,Limagma,Slugma,Schneckmag,Slugma,마그마그,マグマッグ
Magcargo,Volcaropod,Magcargo,Magcargo,Magcargo,마그카르고,マグカルゴ
Swinub,Marcacrin,Swinub,Quiekel,Swinub,꾸꾸리,ウリムー
Piloswine,Cochignon,Piloswine,Keifel,Piloswine,메꾸리,イノムー
Corsola,Corayon,Corsola,Corasonn,Corsola,코산호,サニーゴ
Remoraid,Rémoraid,Remoraid,Remoraid,Remoraid,총어,テッポウオ
Octillery,Octillery,Octillery,Octillery,Octillery,대포무노,オクタン
Delibird,Cadoizo,Delibird,Botogel,Delibird,딜리버드,デリバード
Mantine,Démanta,Mantine,Mantax,Mantine,만타인,マンタイン
Skarmory,Airmure,Skarmory,Panzaeron,Skarmory,무장조,エアームド
Houndour,Malosse,Houndour,Hunduster,Houndour,델빌,デルビル
Houndoom,Démolosse,Houndoom,Hundemon,Houndoom,헬가,ヘルガー
Kingdra,Hyporoi,Kingdra,Seedraking,Kingdra,킹드라,キングドラ
Phanpy,Phanpy,Phanpy,Phanpy,Phanpy,코코리,ゴマゾウ
Donphan,Donphan,Donphan,Donphan,Donphan,코리갑,ドンファン
Porygon2,Porygon2,Porygon2,Porygon2,Porygon2,폴리곤2,ポリゴン２
Stantler,Cerfrousse,Stantler,Damhirplex,Stantler,노라키,オドシシ
Smeargle,Queulorior,Smeargle,Farbeagle,Smeargle,루브도,ドーブル
Tyrogue,Debugant,Tyrogue,Rabauz,Tyrogue,배루키,バルキー
Hitmontop,Kapoera,Hitmontop,Kapoera,Hitmontop,카포에라,カポエラー
Smoochum,Lippouti,Smoochum,Kussilla,Smoochum,뽀뽀라,ムチュール
Elekid,Élekid,Elekid,Elekid,Elekid,에레키드,エレキッド
Magby,Magby,Magby,Magby,Magby,마그비,ブビィ
Miltank,Écrémeuh,Miltank,Miltank,Miltank,밀탱크,ミルタンク
Blissey,Leuphorie,Blissey,Heiteira,Blissey,해피너스,ハピナス
Raikou,Raikou,Raikou,Raikou,Raikou,라이코,ライコウ
Entei,Entei,Entei,Entei,Entei,앤테이,エンテイ
Suicune,Suicune,Suicune,Suicune,Suicune,스이쿤,スイクン
Larvitar,Embrylex,Larvitar,Larvitar,Larvitar,애버라스,ヨーギラス
Pupitar,Ymphect,Pupitar,Pupitar,Pupitar,데기라스,サナギラス
Tyranitar,Tyranocif,Tyranitar,Despotar,Tyranitar,마기라스,バンギラス
Lugia,Lugia,Lugia,Lugia,Lugia,루기아,ルギア
Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,칠색조,ホウオウ
Celebi,Celebi,Celebi,Celebi,Celebi,세레비,セレビィ
Treecko,Arcko,Treecko,Geckarbor,Treecko,나무지기,キモリ
Grovyle,Massko,Grovyle,Reptain,Grovyle,나무돌이,ジュプトル
Sceptile,Jungko,Sceptile,Gewaldro,Sceptile,나무킹,ジュカイン
Torchic,Poussifeu,Torchic,Flemmli,Torchic,아차모,アチャモ
Combusken,Galifeu,Combusken,Jungglut,Combusken,영치코,ワカシャモ
Blaziken,Braségali,Blaziken,Lohgock,Blaziken,번치코,バシャーモ
Mudkip,Gobou,Mudkip,Hydropi,Mudkip,물짱이,ミズゴロウ
Marshtomp,Flobio,Marshtomp,Moorabbel,Marshtomp,늪짱이,ヌマクロー
Swampert,Laggron,Swampert,Sumpex,Swampert,대짱이,ラグラージ
Poochyena,Medhyèna,Poochyena,Fiffyen,Poochyena,포챠나,ポチエナ
Mightyena,Grahyèna,Mightyena,Magnayen,Mightyena,그라에나,グラエナ
Zigzagoon,Zigzaton,Zigzagoon,Zigzachs,Zigzagoon,지그제구리,ジグザグマ
Linoone,Linéon,Linoone,Geradaks,Linoone,직구리,マッスグマ
Wurmple,Chenipotte,Wurmple,Waumpel,Wurmple,개무소,ケムッソ
Silcoon,Armulys,Silcoon,Schaloko,Silcoon,실쿤,カラサリス
Beautifly,Charmillon,Beautifly,Papinella,Beautifly,뷰티플라이,アゲハント
Cascoon,Blindalys,Cascoon,Panekon,Cascoon,카스쿤,マユルド
Dustox,Papinox,Dustox,Pudox,Dustox,독케일,ドクケイル
Lotad,Nénupiot,Lotad,Loturzel,Lotad,연꽃몬,ハスボー
Lombre,Lombre,Lombre,Lombrero,Lombre,로토스,ハスブレロ
Ludicolo,Ludicolo,Ludicolo,Kappalores,Ludicolo,로파파,ルンパッパ
Seedot,Grainipiot,Seedot,Samurzel,Seedot,도토링,タネボー
Nuzleaf,Pifeuil,Nuzleaf,Blanas,Nuzleaf,잎새코,コノハナ
Shiftry,Tengalice,Shiftry,Tengulist,Shiftry,다탱구,ダーテング
Taillow,Nirondelle,Taillow,Schwalbini,Taillow,테일로,スバメ
Swellow,Hélédelle,Swellow,Schwalboss,Swellow,스왈로,オオスバメ
Wingull,Goélise,Wingull,Wingull,Wingull,갈모매,キャモメ
Pelipper,Bekipan,Pelipper,Pelipper,Pelipper,패리퍼,ペリッパー
Ralts,Tarsal,Ralts,Trasla,Ralts,랄토스,ラルトス
Kirlia,Kirlia,Kirlia,Kirlia,Kirlia,킬리아,キルリア
Gardevoir,Gardevoir,Gardevoir,Guardevoir,Gardevoir,가디안,サーナイト
Surskit,Arakdo,Surskit,Gehweiher,Surskit,비구술,アメタマ
Masquerain,Maskadra,Masquerain,Maskeregen,Masquerain,비나방,アメモース
Shroomish,Balignon,Shroomish,Knilz,Shroomish,버섯꼬,キノココ
Breloom,Chapignon,Breloom,Kapilz,Breloom,버섯모,キノガッサ
Slakoth,Parecool,Slakoth,Bummelz,Slakoth,게을로,ナマケロ
Vigoroth,Vigoroth,Vigoroth,Muntier,Vigoroth,발바로,ヤルキモノ
Slaking,Monaflèmit,Slaking,Letarking,Slaking,게을킹,ケッキング
Nincada,Ningale,Nincada,Nincada,Nincada,토중몬,ツチニン
Ninjask,Ninjask,Ninjask,Ninjask,Ninjask,아이스크,テッカニン
Shedinja,Munja,Shedinja,Ninjatom,Shedinja,껍질몬,ヌケニン
Whismur,Chuchmur,Whismur,Flurmel,Whismur,소곤룡,ゴニョニョ
Loudred,Ramboum,Loudred,Krakeelo,Loudred,노공룡,ドゴーム
Exploud,Brouhabam,Exploud,Krawumms,Exploud,폭음룡,バクオング
Makuhita,Makuhita,Makuhita,Makuhita,Makuhita,마크탕,マクノシタ
Hariyama,Hariyama,Hariyama,Hariyama,Hariyama,하리뭉,ハリテヤマ
Azurill,Azurill,Azurill,Azurill,Azurill,루리리,ルリリ
Nosepass,Tarinor,Nosepass,Nasgnet,Nosepass,코코파스,ノズパス
Skitty,Skitty,Skitty,Eneco,Skitty,에나비,エネコ
Delcatty,Delcatty,Delcatty,Enekoro,Delcatty,델케티,エネコロロ
Sableye,Ténéfix,Sableye,Zobiris,Sableye,깜까미,ヤミラミ
Mawile,Mysdibule,Mawile,Flunkifer,Mawile,입치트,クチート
Aron,Galekid,Aron,Stollunior,Aron,가보리,ココドラ
Lairon,Galegon,Lairon,Stollrak,Lairon,갱도라,コドラ
Aggron,Galeking,Aggron,Stolloss,Aggron,보스로라,ボスゴドラ
Meditite,Méditikka,Meditite,Meditie,Meditite,요가랑,アサナン
Medicham,Charmina,Medicham,Meditalis,Medicham,요가램,チャーレム
Electrike,Dynavolt,Electrike,Frizelbliz,Electrike,썬더라이,ラクライ
Manectric,Élecsprint,Manectric,Voltenso,Manectric,썬더볼트,ライボルト
Plusle,Posipi,Plusle,Plusle,Plusle,플러시,プラスル
Minun,Négapi,Minun,Minun,Minun,마이농,マイナン
Volbeat,Muciole,Volbeat,Volbeat,Volbeat,볼비트,バルビート
