en,fr,it,de,es,ko,kana
"It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","Ses antennes rouges libèrent une puanteur qui repousse l’ennemi. Il grandit par mues régulières.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.","It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly."
"A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","Son corps frêle est protégé par sa carapace d’acier. Il encaisse les coups durs en attendant d’évoluer.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.","A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution."
"It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","Il raffole du nectar des fleurs. Il est capable de repérer la plus petite quantité de pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.","It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen."
"It eats its weight in leaves every day. It fends off attackers with the needle on its head.","Il mange chaque jour son poids en feuilles. Il utilise l’aiguillon sur sa tête pour repousser l’ennemi.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head.","It eats its weight in leaves every day. It fends off attackers with the needle on its head."
"While awaiting evolution, it hides from predators under leaves and in nooks of branches.","Il se cache sous les feuilles et les branches pour fuir les prédateurs en attendant d’évoluer.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches.","While awaiting evolution, it hides from predators under leaves and in nooks of branches."
"Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Il virevolte rapidement autour de l’ennemi et frappe de son dard empoisonné avant de décamper.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off.","Its best attack involves flying around at high speed, striking with poison needles, then flying off."
"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","Ce Pokémon docile préfère éviter le combat. Toutefois, il se montre très féroce quand on l’agresse.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back.","It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
"It flies over its wide territory in search of prey, downing it with its highly developed claws.","Il survole son vaste territoire en quête d’une proie avant de fondre sur elle toutes griffes en avant.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws.","It flies over its wide territory in search of prey, downing it with its highly developed claws."
"By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees.","En battant des ailes de toutes ses forces, Roucarnage génère une rafale à en déraciner les arbres.","By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees.","By flapping its wings with all its might, Pidgeot can make a gust of wind capable of bending tall trees."
"Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","D’une prudence extrême, sa nature robuste lui permet de s’adapter à tous les terrains.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment.","Cautious in the extreme, its hardy vitality lets it live in any kind of environment."
"It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","Il grignote sans cesse pour apaiser la poussée de ses crocs. Il peut transpercer un mur de parpaings.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.","It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls."
"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","Il fait battre vigoureusement ses petites ailes pour voler et cherche à manger dans l’herbe avec le bec.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey.","It flaps its small wings busily to fly. Using its beak, it searches in grass for prey."
"It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","Il a assez d’énergie pour voler toute la journée avec ses grandes ailes. Il frappe de son bec acéré.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.","It has the stamina to fly all day on its broad wings. It fights by using its sharp beak."
"It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","Il se faufile dans l’herbe sans un bruit et frappe dans le dos quand sa proie s’y attend le moins.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind.","It sneaks through grass without making a sound and strikes unsuspecting prey from behind."
"The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","Il utilise la marque sur son ventre pour intimider l’ennemi. Il étouffe l’ennemi pétrifié par la peur.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.","The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear."
"It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","Il lui arrive de remettre d’aplomb un Pikachu allié en lui envoyant une décharge électrique.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state.","It occasionally uses an electric shock to recharge a fellow Pikachu that is in a weakened state."
"Its tail discharges electricity into the ground, protecting it from getting shocked.","Il se protège des décharges grâce à sa queue qui dissipe l’électricité dans le sol.","Its tail discharges electricity into the ground, protecting it from getting shocked.","Its tail discharges electricity into the ground, protecting it from getting shocked.","Its tail discharges electricity into the ground, protecting it from getting shocked.","Its tail discharges electricity into the ground, protecting it from getting shocked.","Its tail discharges electricity into the ground, protecting it from getting shocked."
"To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","Il vit sur des terres arides épargnées par la pluie. Il se roule en boule pour se protéger.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.","To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall."
"It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","Il se met en boule pour percuter l’ennemi. Ses épines aiguisées font beaucoup de dégâts.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.","It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage."
"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","Bien qu’il rechigne à se battre, une goutte du poison sécrété par ses piquants peut s’avérer fatale.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal.","While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
"When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.","Ce Pokémon dresse ses piquants en cas de danger. Ils poussent moins vite que ceux de Nidorino.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s.","When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s."
"Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Son corps est recouvert d’écailles solides. Il donnera sa vie pour secourir les petits de son terrier.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life.","Its entire body is armored with hard scales. It will protect the young in its burrow with its life."
"It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","Il jauge le terrain en laissant ses oreilles dépasser de l’herbe. Il se défend avec sa corne toxique.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.","It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection."
"It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","D’un tempérament violent, il empale l’ennemi sur sa corne qui distille un poison puissant.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact.","It has a violent disposition and stabs foes with its horn, which oozes poison upon impact."
"One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","Un coup de sa puissante queue peut briser un poteau téléphonique comme une allumette.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick.","One swing of its mighty tail can snap a telephone pole as if it were a matchstick."
"It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","On dit que ceux qui voient danser un groupe de Mélofée sous la pleine lune connaîtront un grand bonheur.","It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.","It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon."
"It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","Il est très farouche et se laisse rarement approcher. De plus, il détecte les sons à plus d’1 km.","It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.","It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away."
"It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","Il envoie des boules de feu. Avec l’âge, ses six queues en forment de nouvelles.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails.","It controls balls of fire. As it grows, its six tails split from their tips to make more tails."
"Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","On raconte que ses neuf queues détiennent un pouvoir mystique. Il peut vivre pendant mille ans.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.","Its nine tails are said to be imbued with a mystic power. It can live for a thousand years."
"When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","Lorsqu’il roule ses grands yeux ronds, il entonne une berceuse qui endort son auditoire.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.","When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy."
"Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Sa fourrure est d’une douceur incomparable au toucher. Il  peut gonfler en aspirant de l’air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air.","Its fine fur feels sublime to the touch. It can expand its body by inhaling air."
"It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.","Il se repère dans l’espace grâce aux ultrasons émis par sa gueule.","It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.","It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.","It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.","It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.","It checks its surroundings and location using reflections of the ultrasonic waves from its mouth."
"Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.","Ses crocs acérés et creux peuvent pénétrer la plus épaisse des peaux et sucer le sang de la victime.","Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.","Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.","Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.","Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.","Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood."
"It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","En journée, il plante ses pieds-racines dans le sol. La nuit, il se promène en semant des graines.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night.","It often plants its root feet in the ground during the day and sows seeds as it walks about at night."
"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","L’odeur du nectar de sa bouche est si répugnante qu’elle agresse les narines à deux kilomètres.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.","The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away."
"Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Ses pétales sont les plus grands du monde. Il marche en répandant un pollen extrêmement allergène.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.","Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen."
"Mushrooms named tochukaso grow on its back. They grow along with the host Paras.","Des champignons appelés “tochukaso” poussent sur son dos. Ils évoluent avec le Paras hôte.","Mushrooms named tochukaso grow on its back. They grow along with the host Paras.","Mushrooms named tochukaso grow on its back. They grow along with the host Paras.","Mushrooms named tochukaso grow on its back. They grow along with the host Paras.","Mushrooms named tochukaso grow on its back. They grow along with the host Paras.","Mushrooms named tochukaso grow on its back. They grow along with the host Paras."
"A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.","Un champignon parasite plus gros que Parasect contrôle son corps. Il répand des spores empoisonnées.","A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores.","A mushroom grown larger than the host’s body controls Parasect. It scatters poisonous spores."
"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Ses grands yeux sont en fait des amas d’yeux minuscules. La nuit, il est attiré par la lumière.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.","Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light."
"It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","Il répand ses écailles poudreuses en battant des ailes. Elles sont toxiques au toucher.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.","It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin."
"A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","Un Pokémon qui vit sous terre. Habitué aux souterrains, il fuit la lumière du jour.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.","A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight."
"Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Ses trois têtes creusent le sol à tour de rôle. Il peut atteindre des profondeurs de 100 kilomètres.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles.","Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","Son regard s’anime à la vue d’un objet brillant. C’est un Pokémon nocturne.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.","It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","Un Pokémon très snob. La taille du joyau qui orne son front alimente bien des débats parmi ses fans.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk.","A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
"Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.","Ses pouvoirs déconcertants et mystérieux lui font subir de constantes migraines.","Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.","Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.","Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.","Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.","Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers."
"It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.","Ses membres palmés et son corps parfaitement adapté font de lui un nageur exceptionnel.","It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.","It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.","It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.","It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.","It is seen swimming dynamically and elegantly using its well-developed limbs and flippers."
"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","Ils vivent en colonies sylvestres. Quand un Férosinge s’énerve, toute la colonie suit son exemple.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.","It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason."
"It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","Il grogne quand on le toise, rugit quand on s’enfuit et devient fou de rage quand on le frappe.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.","It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder."
"A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","Un Pokémon très loyal. Il restera immobile jusqu’à ce que son Dresseur lui donne un ordre.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.","A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer."
