en,fr,it,de,es,ko,kana
"Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.","Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies."
"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked.","Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
"It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms.","It can take down any opponent with its powerful poi­ son stingers. It sometimes attacks in swarms."
"It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand.","It usually hides in tall grass. Be­ cause it dislikes fighting, it pro­ tects itself by kicking up sand."
"It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey.","It has outstanding vision. However high it flies, it is able to distin­ guish the move­ ments of its prey."
"Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps.","Its well-developed chest muscles make it strong enough to whip up a gusty windstorm with just a few flaps."
"It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously.","It eats anything. Wherever food is available, it will settle down and produce offspring continuously."
"Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them.","Gnaws on anything with its tough fangs. It can even topple concrete buildings by gnaw­ ing on them."
"It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak.","It flaps its short wings to flush out insects from tall grass. It then plucks them with its stubby beak."
"It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey.","It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey."
"It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however.","It can freely de­ tach its jaw to swallow large prey whole. It can be­ come too heavy to move, however."
"Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim.","Transfixing prey with the face-like pattern on its belly, it binds and poisons the frightened victim."
"This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat.","This intelligent POKéMON roasts hard BERRIES with electricity to make them tender enough to eat."
"When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual.","When its electric­ ity builds, its muscles are stimu­ lated, and it be­ comes more aggres­ sive than usual."
"If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing.","If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing."
"In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm.","In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm."
"The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.","The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results."
"When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring.","When feeding its young, it first chews and tender­ izes the food, then spits it out for the offspring."
"Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack.","Its body is cover­ ed with needle- like scales. It never shows signs of shrinking from any attack."
"It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison.","It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison."
"It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately.","It raises its big ears to check its surroundings. If it senses any­ thing, it attacks immediately."
"It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body.","It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body."
"The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair.","The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair."
"With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.","With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places."
"As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly.","As it develops,  its single white tail gains color and splits into six. It is quite warm and cuddly."
"Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power.","Some legends claim that each of its nine tails has its own unique type of special mystical power."
"If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience.","If it inflates to SING a lullaby, it can perform longer and cause sure drowsiness in its audience."
"Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated.","Their fur feels so good that if two of them snuggle together, they won't want to be separated."
"While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings.","While flying, it constantly emits ultrasonic waves from its mouth to check its sur­ roundings."
"However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood.","However hard its victim's hide may be, it punctures with sharp fangs and gorges itself with blood."
"Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground.","Awakened by moon­ light, it roams  actively at night. In the day, it stays quietly underground."
"What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.","What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched."
"It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.","It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen."
"It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.","It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back."
"It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back.","It stays mostly in dark, damp places, the preference not of the bug, but of the big mush­ rooms on its back."
"Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.","Its eyes also function as radar units. It catches and eats small bugs that hide in darkness."
"When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around.","When it attacks, it flaps its large wings violently to scatter its poi­ sonous powder all around."
"Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.","Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak."
"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.","Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow."
"It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep.","It is fascinated by round objects. It can't stop playing with them until it tires and falls asleep."
"Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.","Many adore it for its sophisticated air. However, it will lash out and scratch for little reason."
"It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled.","It has mystical powers but doesn't recall that it has used them. That is why it always looks puzzled."
"When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow.","When it swims at full speed using its long, webbed limbs, its fore­ head somehow be­ gins to glow."
"It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason.","It is extremely ill-tempered. Groups of them will attack any handy target for no reason."
