en,fr,it,de,es,ko,kana
"Powers up Fire-type moves in a pinch.","Booste les capacités Feu en cas de besoin.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch.","Powers up Fire-type moves in a pinch."
"Powers up Water-type moves in a pinch.","Booste les capacités Eau en cas de besoin.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch.","Powers up Water-type moves in a pinch."
"Powers up Bug-type moves in a pinch.","Booste les capacités Insecte en cas de besoin.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch.","Powers up Bug-type moves in a pinch."
"Protects the Pokémon from recoil damage.","Protège le Pokémon des dégâts de contrecoups.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage.","Protects the Pokémon from recoil damage."
"Turns the sunlight harsh if it is in battle.","Intensifie les rayons du soleil pendant le combat.","Turns the sunlight harsh if it is in battle.","Turns the sunlight harsh if it is in battle.","Turns the sunlight harsh if it is in battle.","Turns the sunlight harsh if it is in battle.","Turns the sunlight harsh if it is in battle."
"Prevents the foe from fleeing.","Empêche l'ennemi de s'enfuir.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing.","Prevents the foe from fleeing."
"Prevents the Pokémon from falling asleep.","Empêche le Pokémon de s'endormir.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep.","Prevents the Pokémon from falling asleep."
"Prevents other Pokémon from lowering its stats.","Empêche les stats du Pokémon de baisser.","Prevents other Pokémon from lowering its stats.","Prevents other Pokémon from lowering its stats.","Prevents other Pokémon from lowering its stats.","Prevents other Pokémon from lowering its stats.","Prevents other Pokémon from lowering its stats."
"Raises the Pokémon’s Attack stat.","Augmente l'Attaque du Pokémon.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat.","Raises the Pokémon’s Attack stat."
"The Pokémon is protected against critical hits.","Le Pokémon est protégé des coups critiques.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits.","The Pokémon is protected against critical hits."
"Eliminates the effects of weather.","Annule les effets du climat.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather.","Eliminates the effects of weather."
"Raises evasion if the Pokémon is confused.","Augmente l'esquive si le Pokémon est confus.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused.","Raises evasion if the Pokémon is confused."
"Raises Speed if hit by an Electric-type move.","Augmente la Vit. si touché par une cap. Électrik.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move.","Raises Speed if hit by an Electric-type move."
"Deals more damage to a Pokémon of same gender.","Devient plus fort si l'ennemi est du même sexe.","Deals more damage to a Pokémon of same gender.","Deals more damage to a Pokémon of same gender.","Deals more damage to a Pokémon of same gender.","Deals more damage to a Pokémon of same gender.","Deals more damage to a Pokémon of same gender."
"Raises Speed each time the Pokémon flinches.","Augmente la Vitesse quand le Pokémon a peur.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches.","Raises Speed each time the Pokémon flinches."
"Raises evasion in a hailstorm.","Augmente l'Esquive durant les tempêtes de grêle.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm.","Raises evasion in a hailstorm."
"Encourages the early use of a held Berry.","Encourage l'utilisation d'une Baie tenue.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry.","Encourages the early use of a held Berry."
"Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit.","Maxes Attack after taking a critical hit."
"Raises Speed if a held item is used.","Augmente la Vit. si l'objet tenu est utilisé ou perdu.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used.","Raises Speed if a held item is used."
"Weakens the power of Fire-type moves.","Réduit la puissance des capacités de type Feu.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves.","Weakens the power of Fire-type moves."
"The Pokémon is prone to wild stat changes.","Le Pokémon est sujet à des variations de stats.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes.","The Pokémon is prone to wild stat changes."
"Reduces HP if it is hot. Water restores HP.","Perd des PV à la chaleur. L'eau les restaure.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP.","Reduces HP if it is hot. Water restores HP."
"Adjusts power according to a foe’s defenses.","Ajuste la puissance selon l'ennemi.","Adjusts power according to a foe’s defenses.","Adjusts power according to a foe’s defenses.","Adjusts power according to a foe’s defenses.","Adjusts power according to a foe’s defenses.","Adjusts power according to a foe’s defenses."
"Boosts the power of punching moves.","Augmente la puissance des capacités coups de poing.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves.","Boosts the power of punching moves."
"Restores HP if the Pokémon is poisoned.","Restaure des PV si le Pokémon est empoisonné.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned.","Restores HP if the Pokémon is poisoned."
"Powers up moves of the same type.","Augmente la puissance des capacités de même type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type.","Powers up moves of the same type."
"Increases the frequency of multi-strike moves.","Augmente la fréquence des attaques multiples.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves.","Increases the frequency of multi-strike moves."
"Heals status problems if it is raining.","Soigne les problèmes de statut s'il pleut.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining.","Heals status problems if it is raining."
"In sunshine, Sp. Atk is boosted but HP decreases.","Augmente l'Atq. Spé. mais baisse les PV au soleil.","In sunshine, Sp. Atk is boosted but HP decreases.","In sunshine, Sp. Atk is boosted but HP decreases.","In sunshine, Sp. Atk is boosted but HP decreases.","In sunshine, Sp. Atk is boosted but HP decreases.","In sunshine, Sp. Atk is boosted but HP decreases."
"Boosts Speed if there is a status problem.","Augmente la Vitesse en cas de problème de statut.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem.","Boosts Speed if there is a status problem."
"All the Pokémon’s moves become the Normal type.","Toutes les capacités sont de type Normal.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type.","All the Pokémon’s moves become the Normal type."
"Powers up moves if they become critical hits.","Augmente la puissance des coups critiques.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits.","Powers up moves if they become critical hits."
"The Pokémon only takes damage from attacks.","Seule une attaque directe peut blesser le Pokémon.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks.","The Pokémon only takes damage from attacks."
"Ensures attacks by or against the Pokémon land.","Attaques du Pokémon et de l'ennemi réussissent.","Ensures attacks by or against the Pokémon land.","Ensures attacks by or against the Pokémon land.","Ensures attacks by or against the Pokémon land.","Ensures attacks by or against the Pokémon land.","Ensures attacks by or against the Pokémon land."
"The Pokémon moves after all other Pokémon do.","Attaque toujours après l'ennemi, même plus lent.","The Pokémon moves after all other Pokémon do.","The Pokémon moves after all other Pokémon do.","The Pokémon moves after all other Pokémon do.","The Pokémon moves after all other Pokémon do.","The Pokémon moves after all other Pokémon do."
"Powers up the Pokémon’s weaker moves.","Augmente la puissance des capacités les plus faibles.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves.","Powers up the Pokémon’s weaker moves."
"Prevents problems with status in sunny weather.","Empêche les problèmes de statut au soleil.","Prevents problems with status in sunny weather.","Prevents problems with status in sunny weather.","Prevents problems with status in sunny weather.","Prevents problems with status in sunny weather.","Prevents problems with status in sunny weather."
"The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items.","The Pokémon can’t use any held items."
"Moves can be used regardless of Abilities.","Les cap. spéc. adverses ne bloquent pas les cap. du Pokémon.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities.","Moves can be used regardless of Abilities."
"Heightens the critical- hit ratios of moves.","Augmente la fréquence des coups critiques.","Heightens the critical- hit ratios of moves.","Heightens the critical- hit ratios of moves.","Heightens the critical- hit ratios of moves.","Heightens the critical- hit ratios of moves.","Heightens the critical- hit ratios of moves."
"Damages the attacker landing the finishing hit.","Blesse l'ennemi qui porte le coup de grâce.","Damages the attacker landing the finishing hit.","Damages the attacker landing the finishing hit.","Damages the attacker landing the finishing hit.","Damages the attacker landing the finishing hit.","Damages the attacker landing the finishing hit."
"Senses a foe’s dangerous moves.","Prévoit les capacités ennemies dangereuses.","Senses a foe’s dangerous moves.","Senses a foe’s dangerous moves.","Senses a foe’s dangerous moves.","Senses a foe’s dangerous moves.","Senses a foe’s dangerous moves."
"Determines what moves a foe has.","Découvre la capacité ennemie la plus puissante.","Determines what moves a foe has.","Determines what moves a foe has.","Determines what moves a foe has.","Determines what moves a foe has.","Determines what moves a foe has."
"Ignores any stat changes in the Pokémon.","Ignore les changements de stats de l'ennemi.","Ignores any stat changes in the Pokémon.","Ignores any stat changes in the Pokémon.","Ignores any stat changes in the Pokémon.","Ignores any stat changes in the Pokémon.","Ignores any stat changes in the Pokémon."
"Powers up “not very effective” moves.","Améliore les capacités “pas très efficaces”.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves.","Powers up “not very effective” moves."
